measureID,Appliances,lights
1318,390,20
1319,440,10
1320,400,20
1321,420,10
1322,390,10
1323,410,20
1324,210,10
1325,70,20
1326,60,10
1327,50,10
1328,70,20
1329,160,10
1330,360,20
1331,150,10
1332,60,10
1333,60,20
1334,50,10
1335,50,10
1336,50,20
1337,50,10
1338,50,0
1339,60,0
1340,50,0
1341,40,0
1342,20,0
1343,30,0
1344,50,0
1345,50,0
1346,60,0
1347,60,0
1348,60,0
1349,40,0
1350,60,0
1351,40,0
1352,40,0
1353,40,0
1354,30,0
1355,40,0
1356,60,0
1357,50,0
1358,50,0
1359,40,0
1360,50,0
1361,50,0
1362,60,0
1363,50,0
1364,40,0
1365,30,0
1366,30,0
1367,40,0
1368,50,0
1369,50,0
1370,60,0
1371,60,0
1372,50,0
1373,40,0
1374,50,0
1375,50,0
1376,60,10
1377,30,0
1378,30,0
1379,50,10
1380,50,0
1381,50,10
1382,40,10
1383,60,10
1384,40,10
1385,50,10
1386,40,0
1387,30,0
1388,20,0
1389,20,0
1390,40,0
1391,40,0
1392,40,0
1393,50,0
1394,60,0
1395,60,20
1396,60,10
1397,50,20
1398,40,10
1399,30,20
1400,50,10
1401,70,10
1402,60,20
1403,60,10
1404,60,20
1405,60,20
1406,60,10
1407,50,20
1408,50,10
1409,40,0
1410,50,10
1411,50,0
1412,60,0
1413,60,10
1414,50,0
1415,50,0
1416,50,10
1417,50,0
1418,50,0
1419,290,0
1420,360,0
1421,230,0
1422,60,0
1423,70,0
1424,70,0
1425,80,0
1426,60,0
1427,60,0
1428,40,0
1429,50,0
1430,50,0
1431,40,0
1432,40,0
1433,40,0
1434,50,0
1435,40,0
1436,50,0
1437,40,0
1438,40,0
1439,40,0
1440,40,0
1441,50,0
1442,40,0
1443,20,0
1444,20,0
1445,30,0
1446,50,10
1447,70,10
1448,90,30
1449,110,20
1450,200,10
1451,430,20
1452,1070,30
1453,890,20
1454,590,30
1455,100,0
1456,100,10
1457,120,10
1458,150,0
1459,120,10
1460,120,20
1461,160,20
1462,480,10
1463,460,0
1464,360,0
1465,330,0
1466,310,0
1467,250,0
1468,220,10
1469,90,0
1470,80,0
1471,80,0
1472,70,0
1473,50,0
1474,50,0
1475,40,10
1476,40,0
1477,40,0
1478,30,0
1479,50,0
1480,50,0
1481,40,0
1482,50,0
1483,40,0
1484,40,10
1485,40,0
1486,40,0
1487,50,0
1488,30,0
1489,30,0
1490,20,0
1491,40,0
1492,40,0
1493,50,0
1494,40,0
1495,50,0
1496,50,0
1497,40,0
1498,40,0
1499,30,0
1500,20,0
1501,30,0
1502,30,0
1503,40,0
1504,50,0
1505,40,0
1506,50,0
1507,30,0
1508,40,0
1509,40,0
1510,50,0
1511,40,0
1512,20,0
1513,20,0
1514,30,0
1515,40,0
1516,40,0
1517,50,0
1518,50,0
1519,40,0
1520,50,0
1521,40,0
1522,40,0
1523,30,0
1524,30,10
1525,20,0
1526,30,0
1527,70,10
1528,50,0
1529,60,10
1530,40,10
1531,40,10
1532,40,10
1533,60,10
1534,50,20
1535,30,0
1536,80,0
1537,340,0
1538,50,0
1539,50,0
1540,60,0
1541,60,0
1542,60,0
1543,60,0
1544,50,0
1545,60,0
1546,30,0
1547,30,0
1548,30,0
1549,340,0
1550,400,0
1551,70,0
1552,50,0
1553,40,0
1554,40,0
1555,40,0
1556,40,0
1557,30,0
1558,30,0
1559,20,0
1560,30,0
1561,40,0
1562,50,0
1563,40,0
1564,40,0
1565,50,0
1566,50,0
1567,40,0
1568,30,0
1569,20,0
1570,20,0
1571,20,0
1572,40,0
1573,50,0
1574,50,0
1575,40,0
1576,40,0
1577,40,0
1578,40,0
1579,40,0
1580,20,0
1581,30,0
1582,20,0
1583,40,0
1584,40,0
1585,40,0
1586,40,0
1587,40,0
1588,40,0
1589,50,0
1590,50,0
1591,20,0
1592,20,0
1593,20,0
1594,30,0
1595,40,0
1596,40,0
1597,50,0
1598,40,0
1599,50,0
1600,40,0
1601,30,0
1602,20,0
1603,20,0
1604,20,0
1605,50,0
1606,50,0
1607,40,0
1608,40,0
1609,40,0
1610,40,0
1611,40,0
1612,30,0
1613,20,0
1614,30,0
1615,30,0
1616,40,0
1617,40,0
1618,40,0
1619,40,0
1620,40,0
1621,50,0
1622,40,0
1623,20,0
1624,20,0
1625,20,0
1626,40,0
1627,40,0
1628,50,0
1629,40,0
1630,50,0
1631,40,0
1632,40,0
1633,20,0
1634,20,0
1635,20,0
1636,30,0
1637,50,0
1638,50,0
1639,40,0
1640,40,0
1641,40,0
1642,40,0
1643,30,0
1644,20,0
1645,30,0
1646,30,0
1647,40,0
1648,40,0
1649,50,0
1650,40,0
1651,40,0
1652,30,0
1653,50,0
1654,20,0
1655,20,0
1656,20,0
1657,40,0
1658,40,0
1659,50,0
1660,40,0
1661,40,0
1662,50,0
1663,50,0
1664,10,0
1665,20,0
1666,20,0
1667,40,0
1668,40,0
1669,40,0
1670,50,0
1671,50,0
1672,40,0
1673,40,0
1674,20,0
1675,20,0
1676,40,10
1677,120,20
1678,160,10
1679,220,20
1680,130,20
1681,210,10
1682,140,20
1683,130,20
1684,190,10
1685,130,10
1686,120,10
1687,120,10
1688,120,10
1689,200,10
1690,120,10
1691,110,10
1692,120,10
1693,130,10
1694,130,10
1695,170,10
1696,110,10
1697,140,10
1698,110,10
1699,120,10
1700,110,10
1701,110,10
1702,250,10
1703,250,10
1704,100,10
1705,120,10
1706,120,10
1707,140,10
1708,190,10
1709,150,10
1710,150,10
1711,150,10
1712,150,10
1713,140,10
1714,130,10
1715,180,10
1716,280,10
1717,170,10
1718,130,20
1719,80,0
1720,80,10
1721,70,0
1722,80,10
1723,60,0
1724,40,10
1725,50,0
1726,70,0
1727,80,10
1728,120,10
1729,120,10
1730,420,10
1731,410,20
1732,240,10
1733,220,10
1734,60,10
1735,70,10
1736,90,0
1737,110,10
1738,90,0
1739,100,10
1740,90,0
1741,90,10
1742,90,10
1743,70,20
1744,70,0
1745,80,10
1746,100,0
1747,100,0
1748,90,0
1749,110,0
1750,110,0
1751,110,0
1752,110,0
1753,100,0
1754,80,0
1755,90,0
1756,100,0
1757,110,0
1758,100,0
1759,100,0
1760,90,10
1761,70,0
1762,70,0
1763,60,0
1764,50,0
1765,50,0
1766,60,0
1767,80,0
1768,70,0
1769,80,0
1770,80,0
1771,60,0
1772,40,0
1773,40,0
1774,20,0
1775,20,0
1776,30,0
1777,50,0
1778,40,0
1779,50,0
1780,40,0
1781,40,0
1782,40,0
1783,50,0
1784,30,0
1785,30,0
1786,20,0
1787,20,0
1788,40,0
1789,40,0
1790,50,0
1791,40,0
1792,50,0
1793,50,0
1794,40,0
1795,20,0
1796,30,0
1797,20,0
1798,30,0
1799,40,0
1800,50,0
1801,50,0
1802,40,0
1803,40,0
1804,40,0
1805,40,0
1806,30,0
1807,20,0
1808,30,0
1809,30,0
1810,40,0
1811,40,0
1812,50,0
1813,40,0
1814,40,0
1815,40,0
1816,50,0
1817,40,0
1818,220,10
1819,360,0
1820,360,30
1821,590,20
1822,850,20
1823,690,10
1824,800,10
1825,710,20
1826,680,20
1827,290,10
1828,190,20
1829,120,10
1830,140,20
1831,260,20
1832,310,20
1833,230,40
1834,180,30
1835,320,40
1836,620,40
1837,620,30
1838,530,40
1839,180,30
1840,180,40
1841,120,30
1842,140,30
1843,100,30
1844,120,30
1845,100,40
1846,130,30
1847,270,30
1848,520,30
1849,580,20
1850,520,20
1851,350,10
1852,340,10
1853,330,10
1854,290,10
1855,300,20
1856,280,30
1857,220,40
1858,90,30
1859,90,20
1860,100,20
1861,90,20
1862,80,10
1863,80,10
1864,80,0
1865,90,10
1866,90,10
1867,90,0
1868,80,10
1869,70,0
1870,50,10
1871,60,0
1872,40,0
1873,60,10
1874,60,10
1875,140,20
1876,80,10
1877,70,10
1878,60,10
1879,70,10
1880,60,0
1881,70,0
1882,70,10
1883,70,0
1884,60,10
1885,40,10
1886,40,10
1887,60,30
1888,350,20
1889,410,30
1890,80,30
1891,100,30
1892,80,10
1893,270,10
1894,280,0
1895,90,0
1896,90,0
1897,90,0
1898,90,0
1899,80,0
1900,70,0
1901,70,10
1902,90,0
1903,100,10
1904,90,20
1905,280,0
1906,390,10
1907,150,0
1908,50,0
1909,50,0
1910,40,0
1911,50,0
1912,30,0
1913,20,0
1914,40,0
1915,50,0
1916,50,0
1917,50,0
1918,40,0
1919,50,0
1920,50,0
1921,50,0
1922,50,0
1923,60,0
1924,50,0
1925,40,0
1926,40,0
1927,20,0
1928,30,0
1929,40,0
1930,50,0
1931,50,0
1932,60,0
1933,40,0
1934,50,0
1935,50,0
1936,40,0
1937,50,0
1938,60,0
1939,50,0
1940,60,0
1941,30,0
1942,30,0
1943,20,0
1944,40,0
1945,50,0
1946,50,0
1947,60,0
1948,50,0
1949,40,0
1950,50,0
1951,40,20
1952,50,0
1953,40,0
1954,50,0
1955,60,0
1956,30,0
1957,20,0
1958,30,0
1959,50,0
1960,50,0
1961,40,0
1962,60,0
1963,50,0
1964,50,0
1965,50,0
1966,50,0
1967,40,0
1968,50,0
1969,50,0
1970,20,0
1971,40,0
1972,30,0
1973,50,0
1974,40,0
1975,50,0
1976,50,0
1977,40,0
1978,50,0
1979,50,0
1980,60,0
1981,50,0
1982,50,0
1983,40,0
1984,40,0
1985,30,0
1986,20,0
1987,40,0
1988,50,0
1989,60,0
1990,40,0
1991,50,0
1992,50,0
1993,40,0
1994,50,0
1995,60,0
1996,50,0
1997,60,0
1998,40,0
1999,50,0
2000,30,0
2001,30,0
2002,20,0
2003,40,0
2004,60,0
2005,50,0
2006,50,0
2007,50,0
2008,40,0
2009,50,0
2010,50,0
2011,40,0
2012,60,0
2013,50,0
2014,50,0
2015,50,0
2016,50,0
2017,30,0
2018,30,0
2019,30,0
2020,40,0
2021,60,0
2022,50,0
2023,50,0
2024,40,0
2025,50,0
2026,40,0
2027,50,0
2028,50,0
2029,50,0
2030,60,0
2031,50,0
2032,40,0
2033,360,20
2034,380,10
2035,390,20
2036,390,10
2037,320,0
2038,80,10
2039,70,10
2040,80,20
2041,80,10
2042,70,10
2043,80,30
2044,80,20
2045,80,10
2046,80,10
2047,60,10
2048,50,10
2049,40,0
2050,70,0
2051,80,10
2052,80,0
2053,90,10
2054,80,0
2055,130,20
2056,370,20
2057,370,30
2058,160,30
2059,250,20
2060,380,30
2061,380,20
2062,100,20
2063,40,30
2064,30,10
2065,30,0
2066,30,0
2067,50,0
2068,50,0
2069,50,10
2070,50,0
2071,50,0
2072,40,0
2073,50,0
2074,40,0
2075,40,0
2076,50,0
2077,50,0
2078,50,10
2079,40,0
2080,20,0
2081,20,0
2082,30,0
2083,50,0
2084,50,0
2085,50,0
2086,50,0
2087,50,0
2088,40,10
2089,40,0
2090,40,0
2091,50,0
2092,50,0
2093,50,0
2094,50,0
2095,20,0
2096,20,0
2097,20,0
2098,40,0
2099,50,0
2100,50,0
2101,50,0
2102,50,0
2103,40,0
2104,40,0
2105,70,0
2106,380,30
2107,190,10
2108,60,10
2109,60,10
2110,40,10
2111,20,0
2112,20,0
2113,40,0
2114,40,0
2115,40,0
2116,50,0
2117,50,0
2118,40,0
2119,50,0
2120,40,0
2121,30,0
2122,50,0
2123,40,0
2124,40,0
2125,50,0
2126,30,0
2127,20,0
2128,20,0
2129,40,0
2130,40,0
2131,40,0
2132,50,0
2133,40,0
2134,50,0
2135,50,0
2136,40,0
2137,40,0
2138,40,0
2139,40,0
