measureID,Tout,RHout
121,7.5,79.0
122,7.416666666666669,79.3333333333333
123,7.3333333333333295,79.6666666666667
124,7.25,80.0
125,7.16666666666667,80.3333333333333
126,7.0833333333333295,80.6666666666667
127,7.0,81.0
128,6.98333333333333,80.1666666666667
129,6.96666666666667,79.3333333333333
130,6.95,78.5
131,6.93333333333333,77.6666666666667
132,6.91666666666667,76.8333333333333
133,6.9,76.0
134,6.8,77.0
135,6.7,78.0
136,6.6,79.0
137,6.5,80.0
138,6.4,81.0
139,6.3,82.0
140,6.3333333333333295,80.8333333333333
141,6.36666666666667,79.6666666666667
142,6.4,78.5
143,6.43333333333333,77.3333333333333
144,6.46666666666667,76.1666666666667
145,6.5,75.0
146,6.31666666666667,76.6666666666667
147,6.133333333333329,78.3333333333333
148,5.95,80.0
149,5.76666666666667,81.6666666666667
150,5.5833333333333295,83.3333333333333
151,5.4,85.0
152,5.3,86.0
153,5.2,87.0
154,5.1,88.0
155,5.0,89.0
156,4.9,90.0
157,4.8,91.0
158,4.75,91.3333333333333
159,4.7,91.6666666666667
160,4.65,92.0
161,4.6,92.3333333333333
162,4.55,92.6666666666667
163,4.5,93.0
164,4.53333333333333,92.6666666666667
165,4.56666666666667,92.3333333333333
166,4.6,92.0
167,4.633333333333329,91.6666666666667
168,4.66666666666667,91.3333333333333
169,4.7,91.0
170,4.8,90.5
171,4.9,90.0
172,5.0,89.5
173,5.1,89.0
174,5.2,88.5
175,5.3,88.0
176,5.3333333333333295,87.3333333333333
177,5.36666666666667,86.6666666666667
178,5.4,86.0
179,5.43333333333333,85.3333333333333
180,5.46666666666667,84.6666666666667
181,5.5,84.0
182,5.5833333333333295,83.3333333333333
183,5.66666666666667,82.6666666666667
184,5.75,82.0
185,5.8333333333333295,81.3333333333333
186,5.91666666666667,80.6666666666667
187,6.0,80.0
188,5.883333333333329,81.3333333333333
189,5.76666666666667,82.6666666666667
190,5.65,84.0
191,5.53333333333333,85.3333333333333
192,5.41666666666667,86.6666666666667
193,5.3,88.0
194,5.3,88.5
195,5.3,89.0
196,5.3,89.5
197,5.3,90.0
198,5.3,90.5
199,5.3,91.0
200,5.3333333333333295,90.6666666666667
201,5.36666666666667,90.3333333333333
202,5.4,90.0
203,5.43333333333333,89.6666666666667
204,5.46666666666667,89.3333333333333
205,5.5,89.0
206,5.48333333333333,89.0
207,5.46666666666667,89.0
208,5.45,89.0
209,5.43333333333333,89.0
210,5.41666666666667,89.0
211,5.4,89.0
212,5.36666666666667,89.1666666666667
213,5.3333333333333295,89.3333333333333
214,5.3,89.5
215,5.26666666666667,89.6666666666667
216,5.23333333333333,89.8333333333333
217,5.2,90.0
218,5.16666666666667,90.0
219,5.133333333333329,90.0
220,5.1,90.0
221,5.06666666666667,90.0
222,5.03333333333333,90.0
223,5.0,90.0
224,5.01666666666667,89.8333333333333
225,5.03333333333333,89.6666666666667
226,5.05,89.5
227,5.06666666666667,89.3333333333333
228,5.0833333333333295,89.1666666666667
229,5.1,89.0
230,5.0833333333333295,89.1666666666667
231,5.06666666666667,89.3333333333333
232,5.05,89.5
233,5.03333333333333,89.6666666666667
234,5.01666666666667,89.8333333333333
235,5.0,90.0
236,5.0,89.6666666666667
237,5.0,89.3333333333333
238,5.0,89.0
239,5.0,88.6666666666667
240,5.0,88.3333333333333
241,5.0,88.0
242,5.0,88.0
243,5.0,88.0
244,5.0,88.0
245,5.0,88.0
246,5.0,88.0
247,5.0,88.0
248,5.0833333333333295,86.8333333333333
249,5.16666666666667,85.6666666666667
250,5.25,84.5
251,5.3333333333333295,83.3333333333333
252,5.41666666666667,82.1666666666667
253,5.5,81.0
254,5.5833333333333295,80.1666666666667
255,5.66666666666667,79.3333333333333
256,5.75,78.5
257,5.8333333333333295,77.6666666666667
258,5.91666666666667,76.8333333333333
259,6.0,76.0
260,5.91666666666667,76.3333333333333
261,5.8333333333333295,76.6666666666667
262,5.75,77.0
263,5.66666666666667,77.3333333333333
264,5.5833333333333295,77.6666666666667
265,5.5,78.0
266,5.73333333333333,76.8333333333333
267,5.96666666666667,75.6666666666667
268,6.2,74.5
269,6.43333333333333,73.3333333333333
270,6.66666666666667,72.1666666666667
271,6.9,71.0
272,6.8,70.6666666666667
273,6.7,70.3333333333333
274,6.6,70.0
275,6.5,69.6666666666667
276,6.4,69.3333333333333
277,6.3,69.0
278,6.31666666666667,68.0
279,6.3333333333333295,67.0
280,6.35,66.0
281,6.36666666666667,65.0
282,6.383333333333329,64.0
283,6.4,63.0
284,6.16666666666667,64.3333333333333
285,5.93333333333333,65.6666666666667
286,5.7,67.0
287,5.46666666666667,68.3333333333333
288,5.23333333333333,69.6666666666667
289,5.0,71.0
290,4.78333333333333,72.0
291,4.56666666666667,73.0
292,4.35,74.0
293,4.133333333333329,75.0
294,3.9166666666666705,76.0
295,3.7,77.0
296,3.53333333333333,79.0
297,3.36666666666667,81.0
298,3.2,83.0
299,3.03333333333333,85.0
300,2.86666666666667,87.0
301,2.7,89.0
302,2.78333333333333,88.8333333333333
303,2.86666666666667,88.6666666666667
304,2.95,88.5
305,3.03333333333333,88.3333333333333
306,3.11666666666667,88.1666666666667
307,3.2,88.0
308,3.16666666666667,88.1666666666667
309,3.13333333333333,88.3333333333333
310,3.1,88.5
311,3.06666666666667,88.6666666666667
312,3.03333333333333,88.8333333333333
313,3.0,89.0
314,2.95,88.8333333333333
315,2.9,88.6666666666667
316,2.85,88.5
317,2.8,88.3333333333333
318,2.75,88.1666666666667
319,2.7,88.0
320,2.78333333333333,87.6666666666667
321,2.86666666666667,87.3333333333333
322,2.95,87.0
323,3.03333333333333,86.6666666666667
324,3.11666666666667,86.3333333333333
325,3.2,86.0
326,3.13333333333333,86.5
327,3.06666666666667,87.0
328,3.0,87.5
329,2.93333333333333,88.0
330,2.86666666666667,88.5
331,2.8,89.0
332,2.81666666666667,89.1666666666667
333,2.8333333333333295,89.3333333333333
334,2.85,89.5
335,2.86666666666667,89.6666666666667
336,2.88333333333333,89.8333333333333
337,2.9,90.0
338,2.88333333333333,90.5
339,2.86666666666667,91.0
340,2.85,91.5
341,2.8333333333333295,92.0
342,2.81666666666667,92.5
343,2.8,93.0
344,2.86666666666667,92.3333333333333
345,2.93333333333333,91.6666666666667
346,3.0,91.0
347,3.06666666666667,90.3333333333333
348,3.13333333333333,89.6666666666667
349,3.2,89.0
350,3.2333333333333294,89.0
351,3.2666666666666706,89.0
352,3.3,89.0
353,3.3333333333333295,89.0
354,3.36666666666667,89.0
355,3.4,89.0
356,3.38333333333333,89.1666666666667
357,3.36666666666667,89.3333333333333
358,3.35,89.5
359,3.3333333333333295,89.6666666666667
360,3.31666666666667,89.8333333333333
361,3.3,90.0
362,3.31666666666667,90.0
363,3.3333333333333295,90.0
364,3.35,90.0
365,3.36666666666667,90.0
366,3.38333333333333,90.0
367,3.4,90.0
368,3.5,89.8333333333333
369,3.6,89.6666666666667
370,3.7,89.5
371,3.8,89.3333333333333
372,3.9,89.1666666666667
373,4.0,89.0
374,3.95,89.5
375,3.9,90.0
376,3.85,90.5
377,3.8,91.0
378,3.75,91.5
379,3.7,92.0
380,3.3,93.0
381,2.9,94.0
382,2.5,95.0
383,2.1,96.0
384,1.7,97.0
385,1.3,98.0
386,1.4,97.5
387,1.5,97.0
388,1.6,96.5
389,1.7,96.0
390,1.8,95.5
391,1.9,95.0
392,1.9666666666666697,94.6666666666667
393,2.03333333333333,94.3333333333333
394,2.1,94.0
395,2.16666666666667,93.6666666666667
396,2.2333333333333294,93.3333333333333
397,2.3,93.0
398,2.4,92.8333333333333
399,2.5,92.6666666666667
400,2.6,92.5
401,2.7,92.3333333333333
402,2.8,92.1666666666667
403,2.9,92.0
404,3.11666666666667,91.3333333333333
405,3.3333333333333295,90.6666666666667
406,3.55,90.0
407,3.7666666666666706,89.3333333333333
408,3.9833333333333294,88.6666666666667
409,4.2,88.0
410,4.3,87.5
411,4.4,87.0
412,4.5,86.5
413,4.6,86.0
414,4.7,85.5
415,4.8,85.0
416,4.91666666666667,84.8333333333333
417,5.03333333333333,84.6666666666667
418,5.15,84.5
419,5.26666666666667,84.3333333333333
420,5.383333333333329,84.1666666666667
421,5.5,84.0
422,5.48333333333333,83.1666666666667
423,5.46666666666667,82.3333333333333
424,5.45,81.5
425,5.43333333333333,80.6666666666667
426,5.41666666666667,79.8333333333333
427,5.4,79.0
428,5.26666666666667,78.5
429,5.133333333333329,78.0
430,5.0,77.5
431,4.86666666666667,77.0
432,4.73333333333333,76.5
433,4.6,76.0
434,4.5833333333333295,76.0
435,4.56666666666667,76.0
436,4.55,76.0
437,4.53333333333333,76.0
438,4.51666666666667,76.0
439,4.5,76.0
440,4.41666666666667,76.1666666666667
441,4.3333333333333295,76.3333333333333
442,4.25,76.5
443,4.16666666666667,76.6666666666667
444,4.0833333333333295,76.8333333333333
445,4.0,77.0
446,3.9,78.5
447,3.8,80.0
448,3.7,81.5
449,3.6,83.0
450,3.5,84.5
451,3.4,86.0
452,3.5,83.3333333333333
453,3.6,80.6666666666667
454,3.7,78.0
455,3.8,75.3333333333333
456,3.9,72.6666666666667
457,4.0,70.0
458,3.9166666666666705,70.0
459,3.8333333333333295,70.0
460,3.75,70.0
461,3.6666666666666705,70.0
462,3.5833333333333295,70.0
463,3.5,70.0
464,3.15,73.6666666666667
465,2.8,77.3333333333333
466,2.45,81.0
467,2.1,84.6666666666667
468,1.75,88.3333333333333
469,1.4,92.0
470,1.3,92.3333333333333
471,1.2,92.6666666666667
472,1.1,93.0
473,1.0,93.3333333333333
474,0.9,93.6666666666667
475,0.8,94.0
476,0.666666666666667,95.0
477,0.533333333333333,96.0
478,0.4,97.0
479,0.266666666666667,98.0
480,0.133333333333333,99.0
481,0.0,100.0
482,0.0666666666666667,99.8333333333333
483,0.133333333333333,99.6666666666667
484,0.2,99.5
485,0.266666666666667,99.3333333333333
486,0.3333333333333329,99.1666666666667
487,0.4,99.0
488,0.55,97.8333333333333
489,0.7,96.6666666666667
490,0.85,95.5
491,1.0,94.3333333333333
492,1.15,93.1666666666667
493,1.3,92.0
494,1.53333333333333,90.5
495,1.76666666666667,89.0
496,2.0,87.5
497,2.2333333333333294,86.0
498,2.4666666666666694,84.5
499,2.7,83.0
500,2.75,81.8333333333333
501,2.8,80.6666666666667
502,2.85,79.5
503,2.9,78.3333333333333
504,2.95,77.1666666666667
505,3.0,76.0
506,3.03333333333333,75.3333333333333
507,3.06666666666667,74.6666666666667
508,3.1,74.0
509,3.13333333333333,73.3333333333333
510,3.16666666666667,72.6666666666667
511,3.2,72.0
512,3.2,72.6666666666667
513,3.2,73.3333333333333
514,3.2,74.0
515,3.2,74.6666666666667
516,3.2,75.3333333333333
517,3.2,76.0
518,3.2,76.3333333333333
519,3.2,76.6666666666667
520,3.2,77.0
521,3.2,77.3333333333333
522,3.2,77.6666666666667
523,3.2,78.0
524,3.2,78.3333333333333
525,3.2,78.6666666666667
526,3.2,79.0
527,3.2,79.3333333333333
528,3.2,79.6666666666667
529,3.2,80.0
530,3.2,80.3333333333333
531,3.2,80.6666666666667
532,3.2,81.0
533,3.2,81.3333333333333
534,3.2,81.6666666666667
535,3.2,82.0
536,3.31666666666667,82.0
537,3.43333333333333,82.0
538,3.55,82.0
539,3.6666666666666705,82.0
540,3.7833333333333297,82.0
541,3.9,82.0
542,3.86666666666667,83.0
543,3.8333333333333295,84.0
544,3.8,85.0
545,3.7666666666666706,86.0
546,3.7333333333333294,87.0
547,3.7,88.0
548,3.7333333333333294,87.8333333333333
549,3.7666666666666706,87.6666666666667
550,3.8,87.5
551,3.8333333333333295,87.3333333333333
552,3.86666666666667,87.1666666666667
553,3.9,87.0
554,3.95,86.8333333333333
555,4.0,86.6666666666667
556,4.05,86.5
557,4.1,86.3333333333333
558,4.15,86.1666666666667
559,4.2,86.0
560,4.25,85.6666666666667
561,4.3,85.3333333333333
562,4.35,85.0
563,4.4,84.6666666666667
564,4.45,84.3333333333333
565,4.5,84.0
566,4.03333333333333,86.0
567,3.56666666666667,88.0
568,3.1,90.0
569,2.63333333333333,92.0
570,2.16666666666667,94.0
571,1.7,96.0
572,1.78333333333333,95.6666666666667
573,1.86666666666667,95.3333333333333
574,1.95,95.0
575,2.03333333333333,94.6666666666667
576,2.11666666666667,94.3333333333333
577,2.2,94.0
578,2.31666666666667,93.8333333333333
579,2.43333333333333,93.6666666666667
580,2.55,93.5
581,2.66666666666667,93.3333333333333
582,2.78333333333333,93.1666666666667
583,2.9,93.0
584,2.8333333333333295,93.0
585,2.7666666666666706,93.0
586,2.7,93.0
587,2.63333333333333,93.0
588,2.56666666666667,93.0
589,2.5,93.0
590,2.5,93.6666666666667
591,2.5,94.3333333333333
592,2.5,95.0
593,2.5,95.6666666666667
594,2.5,96.3333333333333
595,2.5,97.0
596,2.45,97.0
597,2.4,97.0
598,2.35,97.0
599,2.3,97.0
600,2.25,97.0
601,2.2,97.0
602,2.2,96.8333333333333
603,2.2,96.6666666666667
604,2.2,96.5
605,2.2,96.3333333333333
606,2.2,96.1666666666667
607,2.2,96.0
608,2.28333333333333,95.8333333333333
609,2.36666666666667,95.6666666666667
610,2.45,95.5
611,2.53333333333333,95.3333333333333
612,2.61666666666667,95.1666666666667
613,2.7,95.0
614,2.65,95.3333333333333
615,2.6,95.6666666666667
616,2.55,96.0
617,2.5,96.3333333333333
618,2.45,96.6666666666667
619,2.4,97.0
620,2.375,96.8333333333333
621,2.35,96.6666666666667
622,2.325,96.5
623,2.3,96.3333333333333
624,2.275,96.1666666666667
625,2.25,96.0
626,2.225,95.8333333333333
627,2.2,95.6666666666667
628,2.175,95.5
629,2.15,95.3333333333333
630,2.125,95.1666666666667
631,2.1,95.0
632,2.0,95.0
633,1.9,95.0
634,1.8,95.0
635,1.7,95.0
636,1.6,95.0
637,1.5,95.0
638,1.35,95.3333333333333
639,1.2,95.6666666666667
640,1.05,96.0
641,0.9,96.3333333333333
642,0.75,96.6666666666667
643,0.6,97.0
644,0.6,96.8333333333333
645,0.6,96.6666666666667
646,0.6,96.5
647,0.6,96.3333333333333
648,0.6,96.1666666666667
649,0.6,96.0
650,0.583333333333333,96.0
651,0.566666666666667,96.0
652,0.55,96.0
653,0.533333333333333,96.0
654,0.516666666666667,96.0
655,0.5,96.0
656,0.583333333333333,96.0
657,0.666666666666667,96.0
658,0.75,96.0
659,0.833333333333333,96.0
660,0.9166666666666669,96.0
661,1.0,96.0
662,1.03333333333333,96.0
663,1.06666666666667,96.0
664,1.1,96.0
665,1.13333333333333,96.0
666,1.16666666666667,96.0
667,1.2,96.0
668,1.21666666666667,96.1666666666667
669,1.23333333333333,96.3333333333333
670,1.25,96.5
671,1.26666666666667,96.6666666666667
672,1.28333333333333,96.8333333333333
673,1.3,97.0
674,1.41666666666667,96.6666666666667
675,1.53333333333333,96.3333333333333
676,1.65,96.0
677,1.76666666666667,95.6666666666667
678,1.88333333333333,95.3333333333333
679,2.0,95.0
680,2.25,94.6666666666667
681,2.5,94.3333333333333
682,2.75,94.0
683,3.0,93.6666666666667
684,3.25,93.3333333333333
685,3.5,93.0
686,3.7,92.0
687,3.9,91.0
688,4.1,90.0
689,4.3,89.0
690,4.5,88.0
691,4.7,87.0
692,4.9,83.5
693,5.1,80.0
694,5.3,76.5
695,5.5,73.0
696,5.7,69.5
697,5.9,66.0
698,5.883333333333329,68.3333333333333
699,5.86666666666667,70.6666666666667
700,5.85,73.0
701,5.8333333333333295,75.3333333333333
702,5.81666666666667,77.6666666666667
703,5.8,80.0
704,5.7,77.8333333333333
705,5.6,75.6666666666667
706,5.5,73.5
707,5.4,71.3333333333333
708,5.3,69.1666666666667
709,5.2,67.0
710,5.01666666666667,67.6666666666667
711,4.8333333333333295,68.3333333333333
712,4.65,69.0
713,4.46666666666667,69.6666666666667
714,4.28333333333333,70.3333333333333
715,4.1,71.0
716,3.6833333333333296,73.8333333333333
717,3.2666666666666706,76.6666666666667
718,2.85,79.5
719,2.43333333333333,82.3333333333333
720,2.0166666666666706,85.1666666666667
721,1.6,88.0
722,1.75,86.3333333333333
723,1.9,84.6666666666667
724,2.05,83.0
725,2.2,81.3333333333333
726,2.35,79.6666666666667
727,2.5,78.0
728,2.41666666666667,79.5
729,2.3333333333333295,81.0
730,2.25,82.5
731,2.16666666666667,84.0
732,2.0833333333333295,85.5
733,2.0,87.0
734,1.8,87.8333333333333
735,1.6,88.6666666666667
736,1.4,89.5
737,1.2,90.3333333333333
738,1.0,91.1666666666667
739,0.8,92.0
740,0.733333333333333,92.6666666666667
741,0.666666666666667,93.3333333333333
742,0.6,94.0
743,0.533333333333333,94.6666666666667
744,0.466666666666667,95.3333333333333
745,0.4,96.0
746,0.4166666666666671,96.3333333333333
747,0.43333333333333296,96.6666666666667
748,0.45,97.0
749,0.466666666666667,97.3333333333333
750,0.483333333333333,97.6666666666667
751,0.5,98.0
752,0.583333333333333,97.1666666666667
753,0.666666666666667,96.3333333333333
754,0.75,95.5
755,0.833333333333333,94.6666666666667
756,0.9166666666666669,93.8333333333333
757,1.0,93.0
758,0.9166666666666669,93.5
759,0.833333333333333,94.0
760,0.75,94.5
761,0.666666666666667,95.0
762,0.583333333333333,95.5
763,0.5,96.0
764,0.55,96.0
765,0.6,96.0
766,0.65,96.0
767,0.7,96.0
768,0.75,96.0
769,0.8,96.0
770,0.833333333333333,95.5
771,0.866666666666667,95.0
772,0.9,94.5
773,0.933333333333333,94.0
774,0.966666666666667,93.5
775,1.0,93.0
776,0.9,93.8333333333333
777,0.8,94.6666666666667
778,0.7,95.5
779,0.6,96.3333333333333
780,0.5,97.1666666666667
781,0.4,98.0
782,0.43333333333333296,97.8333333333333
783,0.466666666666667,97.6666666666667
784,0.5,97.5
785,0.533333333333333,97.3333333333333
786,0.566666666666667,97.1666666666667
787,0.6,97.0
788,0.583333333333333,96.8333333333333
789,0.566666666666667,96.6666666666667
790,0.55,96.5
791,0.533333333333333,96.3333333333333
792,0.516666666666667,96.1666666666667
793,0.5,96.0
794,0.483333333333333,96.1666666666667
795,0.466666666666667,96.3333333333333
796,0.45,96.5
797,0.43333333333333296,96.6666666666667
798,0.4166666666666671,96.8333333333333
799,0.4,97.0
800,0.4166666666666671,96.8333333333333
801,0.43333333333333296,96.6666666666667
802,0.45,96.5
803,0.466666666666667,96.3333333333333
804,0.483333333333333,96.1666666666667
805,0.5,96.0
806,0.28333333333333294,96.0
807,0.0666666666666667,96.0
808,-0.15,96.0
809,-0.366666666666667,96.0
810,-0.583333333333333,96.0
811,-0.8,96.0
812,-0.8,95.5
813,-0.8,95.0
814,-0.8,94.5
815,-0.8,94.0
816,-0.8,93.5
817,-0.8,93.0
818,-0.633333333333333,92.5
819,-0.466666666666667,92.0
820,-0.3,91.5
821,-0.133333333333333,91.0
822,0.03333333333333329,90.5
823,0.2,90.0
824,0.38333333333333297,89.5
825,0.566666666666667,89.0
826,0.75,88.5
827,0.933333333333333,88.0
828,1.11666666666667,87.5
829,1.3,87.0
830,1.48333333333333,85.1666666666667
831,1.66666666666667,83.3333333333333
832,1.85,81.5
833,2.03333333333333,79.6666666666667
834,2.2166666666666694,77.8333333333333
835,2.4,76.0
836,2.4833333333333294,75.1666666666667
837,2.56666666666667,74.3333333333333
838,2.65,73.5
839,2.7333333333333294,72.6666666666667
840,2.81666666666667,71.8333333333333
841,2.9,71.0
842,2.91666666666667,69.6666666666667
843,2.93333333333333,68.3333333333333
844,2.95,67.0
845,2.9666666666666694,65.6666666666667
846,2.9833333333333294,64.3333333333333
847,3.0,63.0
848,3.0166666666666706,62.3333333333333
849,3.03333333333333,61.6666666666667
850,3.05,61.0
851,3.06666666666667,60.3333333333333
852,3.0833333333333295,59.6666666666667
853,3.1,59.0
854,3.03333333333333,59.1666666666667
855,2.9666666666666694,59.3333333333333
856,2.9,59.5
857,2.8333333333333295,59.6666666666667
858,2.7666666666666706,59.8333333333333
859,2.7,60.0
860,2.38333333333333,62.1666666666667
861,2.06666666666667,64.3333333333333
862,1.75,66.5
863,1.43333333333333,68.6666666666667
864,1.11666666666667,70.8333333333333
865,0.8,73.0
866,0.533333333333333,74.6666666666667
867,0.266666666666667,76.3333333333333
868,0.0,78.0
869,-0.266666666666667,79.6666666666667
870,-0.533333333333333,81.3333333333333
871,-0.8,83.0
872,-0.833333333333333,82.3333333333333
873,-0.866666666666667,81.6666666666667
874,-0.9,81.0
875,-0.933333333333333,80.3333333333333
876,-0.966666666666667,79.6666666666667
877,-1.0,79.0
878,-1.03333333333333,78.0
879,-1.06666666666667,77.0
880,-1.1,76.0
881,-1.13333333333333,75.0
882,-1.16666666666667,74.0
883,-1.2,73.0
884,-1.25,74.1666666666667
885,-1.3,75.3333333333333
886,-1.35,76.5
887,-1.4,77.6666666666667
888,-1.45,78.8333333333333
889,-1.5,80.0
890,-1.56666666666667,80.3333333333333
891,-1.63333333333333,80.6666666666667
892,-1.7,81.0
893,-1.76666666666667,81.3333333333333
894,-1.8333333333333297,81.6666666666667
895,-1.9,82.0
896,-1.9666666666666697,82.1666666666667
897,-2.03333333333333,82.3333333333333
898,-2.1,82.5
899,-2.16666666666667,82.6666666666667
900,-2.2333333333333294,82.8333333333333
901,-2.3,83.0
902,-2.38333333333333,83.5
903,-2.4666666666666694,84.0
904,-2.55,84.5
905,-2.63333333333333,85.0
906,-2.7166666666666694,85.5
907,-2.8,86.0
908,-2.88333333333333,86.0
909,-2.9666666666666694,86.0
910,-3.05,86.0
911,-3.13333333333333,86.0
912,-3.2166666666666694,86.0
913,-3.3,86.0
914,-3.41666666666667,86.5
915,-3.53333333333333,87.0
916,-3.65,87.5
917,-3.7666666666666706,88.0
918,-3.8833333333333298,88.5
919,-4.0,89.0
920,-4.0,88.6666666666667
921,-4.0,88.3333333333333
922,-4.0,88.0
923,-4.0,87.6666666666667
924,-4.0,87.3333333333333
925,-4.0,87.0
926,-4.0,86.8333333333333
927,-4.0,86.6666666666667
928,-4.0,86.5
929,-4.0,86.3333333333333
930,-4.0,86.1666666666667
931,-4.0,86.0
932,-4.0,85.6666666666667
933,-4.0,85.3333333333333
934,-4.0,85.0
935,-4.0,84.6666666666667
936,-4.0,84.3333333333333
937,-4.0,84.0
938,-4.0833333333333295,84.5
939,-4.16666666666667,85.0
940,-4.25,85.5
941,-4.3333333333333295,86.0
942,-4.41666666666667,86.5
943,-4.5,87.0
944,-4.55,87.1666666666667
945,-4.6,87.3333333333333
946,-4.65,87.5
947,-4.7,87.6666666666667
948,-4.75,87.8333333333333
949,-4.8,88.0
950,-4.75,87.8333333333333
951,-4.7,87.6666666666667
952,-4.65,87.5
953,-4.6,87.3333333333333
954,-4.55,87.1666666666667
955,-4.5,87.0
956,-4.43333333333333,86.8333333333333
957,-4.36666666666667,86.6666666666667
958,-4.3,86.5
959,-4.23333333333333,86.3333333333333
960,-4.16666666666667,86.1666666666667
961,-4.1,86.0
962,-4.0,86.1666666666667
963,-3.9,86.3333333333333
964,-3.8,86.5
965,-3.7,86.6666666666667
966,-3.6,86.8333333333333
967,-3.5,87.0
968,-3.28333333333333,85.8333333333333
969,-3.06666666666667,84.6666666666667
970,-2.85,83.5
971,-2.63333333333333,82.3333333333333
972,-2.41666666666667,81.1666666666667
973,-2.2,80.0
974,-2.06666666666667,79.0
975,-1.93333333333333,78.0
976,-1.8,77.0
977,-1.66666666666667,76.0
978,-1.53333333333333,75.0
979,-1.4,74.0
980,-1.35,73.6666666666667
981,-1.3,73.3333333333333
982,-1.25,73.0
983,-1.2,72.6666666666667
984,-1.15,72.3333333333333
985,-1.1,72.0
986,-1.01666666666667,71.6666666666667
987,-0.933333333333333,71.3333333333333
988,-0.85,71.0
989,-0.766666666666667,70.6666666666667
990,-0.683333333333333,70.3333333333333
991,-0.6,70.0
992,-0.566666666666667,69.5
993,-0.533333333333333,69.0
994,-0.5,68.5
995,-0.466666666666667,68.0
996,-0.43333333333333296,67.5
997,-0.4,67.0
998,-0.4166666666666671,67.5
999,-0.43333333333333296,68.0
1000,-0.45,68.5
1001,-0.466666666666667,69.0
1002,-0.483333333333333,69.5
1003,-0.5,70.0
1004,-0.616666666666667,72.0
1005,-0.733333333333333,74.0
1006,-0.85,76.0
1007,-0.966666666666667,78.0
1008,-1.08333333333333,80.0
1009,-1.2,82.0
1010,-1.33333333333333,82.8333333333333
1011,-1.46666666666667,83.6666666666667
1012,-1.6,84.5
1013,-1.73333333333333,85.3333333333333
1014,-1.86666666666667,86.1666666666667
1015,-2.0,87.0
1016,-2.0833333333333295,86.3333333333333
1017,-2.16666666666667,85.6666666666667
