sampleID,Kitchen,Living Room,Laundry Room,Office Room,Bathroom,North building,Ironing Room,Teenager room,Parents room
52,20.926666666666698,20.29,20.1666666666667,21.89,19.0,4.866666666666669,17.79,19.29,16.89
53,20.89,20.23,20.1333333333333,21.823333333333295,18.926666666666698,4.72666666666667,17.79,19.29,16.89
54,20.89,20.2,20.2,21.6666666666667,18.89,4.46666666666667,17.79,19.29,16.89
55,20.79,20.2,20.1666666666667,21.533333333333296,18.89,4.3333333333333295,17.79,19.2225,16.89
56,20.79,20.1,20.125,21.356666666666698,18.89,4.15666666666667,17.79,19.2,16.963333333333303
57,20.7,20.1,20.1333333333333,21.23,18.79,4.15666666666667,17.89,19.2,17.0
58,20.7,20.0,20.2,21.066666666666695,18.79,4.3333333333333295,17.89,19.2,17.0
59,20.6,20.0,20.2,20.926666666666698,18.79,4.3333333333333295,17.89,19.2,17.0
60,20.6,20.0,20.2,20.745,18.73,4.19,17.823333333333302,19.1333333333333,17.0
61,20.566666666666695,19.89,20.2,20.6666666666667,18.7,4.06333333333333,17.856666666666698,19.2,17.0
62,20.5,19.823333333333295,20.29,20.533333333333296,18.7,3.8633333333333297,17.856666666666698,19.2,17.0
63,20.5,19.79,20.29,20.39,18.7,3.79,17.89,19.2,17.0
64,20.426666666666698,19.79,20.2,20.39,18.6333333333333,3.895,17.89,19.2,17.0
65,20.39,19.76,20.2,20.29,18.6,4.19,17.89,19.2,17.0666666666667
66,20.39,19.7,20.2,20.23,18.6,4.263333333333329,17.89,19.2,17.0666666666667
67,20.29,19.7,20.26,20.1,18.6,4.463333333333329,17.89,19.1,17.033333333333303
68,20.29,19.6333333333333,20.29,20.033333333333296,18.533333333333296,4.59,17.89,19.1,17.033333333333303
69,20.23,19.6,20.29,20.0,18.5,4.72666666666667,17.89,19.1,17.033333333333303
70,20.2,19.6,20.29,19.926666666666698,18.5,4.8,17.89,19.1,17.033333333333303
71,20.2,19.566666666666695,20.29,19.856666666666698,18.5,4.8,17.89,19.1,17.1
72,20.1666666666667,19.5,20.29,19.79,18.5,4.8,17.89,19.1,17.1
73,20.1,19.5,20.29,19.76,18.5,4.8,17.89,19.1,17.1
74,20.1,19.426666666666698,20.29,19.7,18.4725,4.8,17.89,19.1,17.1
75,20.033333333333296,19.39,20.29,19.6666666666667,18.39,4.763333333333329,17.89,19.05,17.1
76,20.0,19.39,20.356666666666698,19.6,18.39,4.763333333333329,17.89,19.0,17.1
77,20.0,19.39,20.39,19.6,18.39,4.8333333333333295,17.89,19.066666666666695,17.1
78,20.0,19.39,20.323333333333295,19.6,18.39,4.8333333333333295,17.89,19.1,17.1
79,19.926666666666698,19.29,20.323333333333295,19.5,18.39,4.9,17.89,19.033333333333296,17.1
80,19.89,19.29,20.323333333333295,19.5,18.356666666666698,4.9975,17.89,19.0,17.1
81,19.89,19.29,20.29,19.426666666666698,18.29,5.09,17.89,19.0,17.1
82,19.89,19.29,20.29,19.39,18.29,5.0,17.89,19.0,17.1333333333333
83,19.89,19.218,20.29,19.39,18.29,5.0,17.89,19.0,17.2
84,19.89,19.2,20.29,19.29,18.29,4.96666666666667,17.89,19.0,17.2
85,19.823333333333295,19.2,20.2,19.29,18.29,4.9,17.89,19.0,17.2
86,19.856666666666698,19.2,20.2,19.29,18.29,4.93333333333333,17.89,19.0,17.2
87,19.79,19.2,20.1666666666667,19.29,18.23,4.93333333333333,17.89,18.926666666666698,17.2
88,19.79,19.175,20.1,19.26,18.2,5.0,17.89,18.9725,17.2
89,19.79,19.1,20.1,19.2,18.2,5.0,17.856666666666698,18.89,17.2
90,19.79,19.1,20.1,19.1666666666667,18.1,5.0,17.79,18.856666666666698,17.15
91,19.79,19.1,20.2,19.1666666666667,18.1,5.06,17.79,18.79,17.1
92,19.79,19.066666666666695,20.1333333333333,19.2,18.1,5.09,17.856666666666698,18.79,17.1
93,19.89,19.0222222222222,20.15,19.2,18.033333333333296,5.09,18.0,18.79,17.1
94,19.89,19.1,20.1,19.1,18.05,5.0,18.0,18.7,17.1
95,19.89,19.033333333333296,20.1,19.1,18.0,4.7933333333333294,17.89,18.7,17.1
96,19.89,19.0,20.1,19.1,18.0,4.46666666666667,17.89,18.7,17.033333333333303
97,19.856666666666698,19.0,20.1,19.1,18.0,4.2975,17.856666666666698,18.7,17.0
98,19.79,19.0,20.1,19.1,17.926666666666698,4.06333333333333,17.79,18.6333333333333,17.0666666666667
99,19.79,19.0,20.1,19.1,17.89,4.03,17.79,18.6666666666667,17.033333333333303
100,19.79,19.0,20.1,19.033333333333296,17.89,4.09,17.79,18.6,17.033333333333303
101,19.76,18.963333333333296,20.033333333333296,19.0,18.0,4.1233333333333295,17.7,18.6,17.0
102,19.7,18.963333333333296,20.0,19.066666666666695,18.0,4.263333333333329,17.7,18.6,17.0
103,19.7,18.89,20.0,19.1,18.0,4.463333333333329,17.7,18.6,17.0
104,19.7,18.89,19.89,19.1666666666667,18.0,4.73,17.7,18.533333333333296,17.0
105,19.73,18.926666666666698,19.89,19.36,18.0,5.03,17.7,18.5,17.0
106,19.79,19.0,19.89,19.693333333333303,18.0,5.156666666666669,17.7,18.5,17.0
107,19.89,19.033333333333296,19.963333333333296,20.0,18.033333333333296,5.3333333333333295,17.7,18.5,17.033333333333303
108,19.89,19.033333333333296,19.926666666666698,20.066666666666695,18.1,5.4,17.7,18.5,17.033333333333303
109,19.89,19.033333333333296,20.0,20.1333333333333,18.033333333333296,5.53,17.7,18.5,17.05
110,20.0,19.1,20.0,20.2,18.1,5.79666666666667,17.73,18.5,17.1
111,20.0,19.1,19.926666666666698,20.2,18.1,5.8333333333333295,17.79,18.426666666666698,17.1
112,20.0,19.1,19.945,20.1333333333333,18.1,5.96666666666667,17.79,18.5,17.1
113,20.0,19.1,19.89,20.1,18.1,6.245,17.856666666666698,18.5,17.1
114,20.0,19.15,19.89,20.1,18.1,6.43333333333333,17.823333333333302,18.5,17.1
115,20.0,19.2,19.963333333333296,20.033333333333296,18.1,6.5,17.89,18.566666666666695,17.1
116,20.033333333333296,19.2,19.963333333333296,20.033333333333296,18.066666666666695,6.59,17.9175,18.566666666666695,17.1
117,20.1,19.2,20.0,20.0,18.0,6.656666666666671,17.926666666666698,18.55,17.1
118,20.1,19.2,20.0,20.0,17.963333333333303,6.93333333333333,17.9725,18.6,17.1
119,20.1,19.2,19.963333333333296,20.0,17.89,7.1266666666666705,18.0,18.6,17.1
120,20.1,19.2,19.89,19.89,17.89,7.43333333333333,18.0,18.5,17.1
121,20.1666666666667,19.2,19.89,19.89,17.89,7.5,18.0,18.5,17.1666666666667
122,20.1,19.1,19.89,19.856666666666698,17.856666666666698,7.4,17.89,18.5,17.1666666666667
123,20.1,19.1,19.89,19.856666666666698,17.856666666666698,7.46666666666667,17.89,18.5,17.1
124,20.066666666666695,19.1,19.89,19.79,17.79,7.656666666666669,17.89,18.5,17.1
125,20.0,19.1,19.89,19.73,17.79,7.53,17.89,18.5,17.1
126,20.0,19.1,19.89,19.7,17.79,7.6233333333333295,17.945,18.5,17.1
127,20.0,19.1,19.89,19.7,17.79,7.69,18.0777777777778,18.5,17.1
128,20.0,19.1,19.89,19.7,17.79,7.559999999999999,18.183333333333305,18.5,17.1
129,20.0,19.1,19.89,19.7,17.79,7.43333333333333,18.183333333333305,18.5,17.1
130,20.0,19.1,19.89,19.6,17.73,7.295,18.1,18.5,17.1
131,20.0,19.033333333333296,19.945,19.6,17.79,6.9,18.066666666666695,18.5,17.1
132,20.0,19.0,19.89,19.566666666666695,17.7,6.96666666666667,18.0,18.426666666666698,17.1
133,20.0,19.0,19.89,19.5,17.7,6.96666666666667,17.9725,18.463333333333296,17.1
134,20.0,19.0,19.89,19.463333333333296,17.7,6.8333333333333295,17.89,18.39,17.1
135,19.963333333333296,18.926666666666698,19.89,19.39,17.7,6.366666666666671,18.033333333333296,18.39,17.1
136,19.963333333333296,19.033333333333296,19.89,19.445,17.7,6.43333333333333,18.1666666666667,18.4975,17.1
137,20.0,19.1,19.89,19.533333333333296,17.7,6.93333333333333,18.323333333333295,18.6666666666667,17.1666666666667
138,20.066666666666695,19.1333333333333,19.89,19.6,17.7,7.0,18.445,18.79,17.1666666666667
139,20.1,19.2,19.89,19.6,17.7,6.93333333333333,18.528571428571396,18.79,17.2
140,20.1,19.1363636363636,19.89,19.533333333333296,17.7,6.72666666666667,18.4877777777778,18.78,17.2
141,20.1,19.13,19.89,19.39,17.6666666666667,6.526666666666671,18.39,18.716363636363603,17.2
142,20.1,19.1,19.89,19.39,17.6,6.3333333333333295,18.3757142857143,18.7,17.2
143,20.1,19.0375,19.823333333333295,19.29,17.6,6.1233333333333295,18.242,18.7,17.1
144,20.1,19.007692307692295,19.79,19.29,17.6,6.19,18.2,18.63125,17.1
145,20.066666666666695,19.0,19.79,19.26,17.6,6.156666666666671,18.138888888888896,18.6,17.1
146,20.0,19.0,19.79,19.2,17.6,6.09,18.1,18.6,17.1
147,20.0,18.99,19.79,19.2,17.6,6.09,18.1,18.6,17.1
148,20.033333333333296,18.9022222222222,19.823333333333295,19.2,17.6,6.06,18.0181818181818,18.536363636363603,17.1
149,20.033333333333296,18.89,19.89,19.36,17.533333333333303,5.93333333333333,18.0,18.5,17.1
150,20.0,18.89,19.89,19.693333333333303,17.6,5.526666666666669,18.066666666666695,18.5,17.0666666666667
151,20.0,18.856666666666698,19.79,20.1633333333333,17.6,5.26,18.1333333333333,18.5,17.0
152,20.0,18.856666666666698,19.79,20.29,17.5,5.06,18.2,18.6,17.033333333333303
153,20.0,18.926666666666698,19.79,20.2,17.5,4.93333333333333,18.245,18.6666666666667,17.033333333333303
154,20.033333333333296,19.0,19.79,20.2,17.5,4.93333333333333,18.2,18.7,17.0
155,20.1,19.2,19.89,20.1,17.5,5.0,18.2,18.76,17.0
156,20.1,19.245,19.89,19.963333333333296,17.5,4.9,18.1,18.7,17.0
157,20.1,19.29,19.79,19.89,17.5,4.9,18.1,18.7,17.0
158,20.1,19.37,19.79,19.856666666666698,17.5,4.866666666666669,18.066666666666695,18.6,17.0
159,20.1,19.39,19.79,19.79,17.5,4.866666666666669,18.0,18.533333333333296,16.926666666666698
160,20.1,19.39,19.79,19.76,17.5,4.93333333333333,17.963333333333303,18.5,16.89
161,20.1,19.39,19.79,19.7,17.5,4.93333333333333,17.89,18.5,16.963333333333303
162,20.033333333333296,19.39,19.79,19.6666666666667,17.5,4.626666666666669,17.89,18.5,16.89
163,20.1,19.39,19.79,19.6,17.5,4.4,17.89,18.5,16.89
164,20.066666666666695,19.356666666666698,19.79,19.6,17.5,4.36666666666667,17.79,18.5,16.89
165,20.0,19.29,19.79,19.533333333333296,17.5,4.53,17.79,18.39,16.89
166,20.0,19.29,19.79,19.5,17.5,4.59,17.79,18.39,16.89
167,20.0,19.26,19.79,19.5,17.5,4.56,17.79,18.39,16.89
168,19.926666666666698,19.2,19.79,19.463333333333296,17.39,4.36666666666667,17.79,18.39,16.89
169,19.89,19.2,19.79,19.39,17.39,4.263333333333329,17.73,18.39,16.89
170,19.89,19.2,19.79,19.39,17.39,4.263333333333329,17.7,18.39,16.89
171,19.89,19.1,19.79,19.323333333333295,17.39,4.4,17.7,18.29,16.89
172,19.823333333333295,19.1,19.79,19.29,17.39,4.46666666666667,17.7,18.29,16.89
173,19.79,19.044444444444398,19.73,19.29,17.39,4.6233333333333295,17.625,18.29,16.79
174,19.79,19.0,19.7,19.29,17.39,4.69,17.7245454545455,18.29,16.79
175,19.76,19.0,19.7,19.29,17.39,4.8333333333333295,17.78,18.362727272727305,16.89
176,19.7,19.0,19.7,19.23,17.39,4.96666666666667,17.806666666666697,18.479375,16.89
177,19.7,19.0,19.7,19.2,17.39,5.09,17.856666666666698,18.5588235294118,16.89
178,19.6333333333333,18.910625,19.73,19.2,17.39,5.09,17.89,18.6,16.89
179,19.6666666666667,18.89,19.79,19.2,17.39,5.19,17.84,18.6,16.926666666666698
180,19.6,18.89,19.79,19.2,17.39,5.2725,17.8445454545455,18.6,16.926666666666698
181,19.6,18.89,19.79,19.1333333333333,17.356666666666698,5.366666666666669,17.84625,18.6333333333333,17.0
182,19.533333333333296,18.8081818181818,19.79,19.1333333333333,17.356666666666698,5.5,17.89,18.6142857142857,17.0
183,19.5,18.79,19.79,19.1,17.29,5.56,17.8011111111111,18.6,17.0
184,19.5,18.79,19.79,19.1,17.29,5.69,17.79,18.625,17.0
185,19.5,18.79,19.79,19.1,17.29,5.69,17.79,18.7,17.0
186,19.5,18.775,19.89,19.033333333333296,17.29,5.8,17.79,18.7,17.0
187,19.426666666666698,18.7,19.89,19.0,17.29,5.866666666666671,17.84,18.7,17.0
188,19.39,18.7,19.89,19.0,17.29,6.0,17.8042857142857,18.7257142857143,17.0
189,19.39,18.7,19.89,18.963333333333296,17.29,6.0,17.815,18.79,17.0
190,19.39,18.690909090909095,19.89,18.89,17.29,5.73,17.89,18.75,17.0
191,19.39,18.677777777777802,19.89,18.89,17.29,5.53,17.89,18.815,17.0
192,19.39,18.6428571428571,19.823333333333295,18.89,17.29,5.5,17.89,18.8757142857143,17.0
193,19.323333333333295,18.6,19.79,18.89,17.29,5.56,17.89,18.7514285714286,17.0
194,19.29,18.6,19.79,18.89,17.29,5.5,17.89,18.7,17.033333333333303
195,19.29,18.6,19.79,18.89,17.29,5.43333333333333,17.89,18.7,17.033333333333303
196,19.29,18.588888888888896,19.856666666666698,18.79,17.29,5.4,17.89,18.7,17.0
197,19.29,18.5,19.89,18.79,17.29,5.4,17.89,18.7,17.0
198,19.29,18.5,19.89,18.79,17.29,5.4,17.89,18.7,17.1
199,19.29,18.5,19.89,18.79,17.29,5.4,17.979375,18.7,17.033333333333303
200,19.2,18.5,19.89,18.79,17.29,5.46666666666667,18.0,18.705,17.1
201,19.2,18.5,19.89,18.79,17.23,5.5,18.0,18.75,17.1
202,19.2,18.5,19.89,18.76,17.26,5.56,18.0,18.705,17.1
203,19.2,18.5,19.89,18.7,17.26,5.59,18.0,18.73,17.1
204,19.2,18.4830769230769,19.963333333333296,18.7,17.2,5.656666666666669,18.0,18.765,17.1
205,19.1,18.493888888888897,19.89,18.7,17.2,5.69,18.0,18.74,17.1
206,19.1,18.4205555555556,19.89,18.7,17.2,5.69,18.011111111111102,18.725,17.1
207,19.1,18.396111111111104,19.89,18.7,17.2,5.69,18.033333333333296,18.71,17.1
208,19.1,18.39,19.89,18.7,17.2,5.69,18.061111111111092,18.73,17.1
209,19.1,18.39,19.823333333333295,18.7,17.2,5.72666666666667,18.0277777777778,18.715,17.1
210,19.1,18.3718181818182,19.79,18.6333333333333,17.2,5.8,18.0,18.725,17.1
211,19.033333333333296,18.307647058823495,19.79,18.6333333333333,17.2,5.8333333333333295,18.0,18.7,17.1
212,19.033333333333296,18.342941176470603,19.823333333333295,18.6,17.2,5.8333333333333295,18.05,18.724545454545495,17.1
213,19.0,18.34,19.823333333333295,18.6,17.2,5.8,18.0,18.74,17.2
214,19.0,18.29,19.89,18.6,17.2,5.763333333333329,18.0,18.725,17.2
215,19.0,18.29,19.89,18.533333333333296,17.2,5.6233333333333295,18.0277777777778,18.7,17.2
216,19.0,18.29,19.89,18.6,17.2,5.6233333333333295,18.0277777777778,18.7,17.2
217,18.963333333333296,18.273125,19.89,18.566666666666695,17.2,5.69,18.0125,18.7,17.2
218,18.89,18.29,19.89,18.5,17.2,5.56,18.0,18.7,17.2
219,18.89,18.245,19.89,18.5,17.1,5.43333333333333,18.0,18.7,17.2
220,18.89,18.2,19.963333333333296,18.5,17.1666666666667,5.22666666666667,18.0,18.7,17.2
221,18.89,18.2,19.89,18.5,17.2,5.366666666666669,18.0,18.7,17.2
222,18.89,18.2,19.926666666666698,18.5,17.2,5.5,18.0,18.7,17.2
223,18.89,18.2,19.926666666666698,18.463333333333296,17.1666666666667,5.56,18.005555555555603,18.7,17.2
224,18.865,18.2,19.89,18.463333333333296,17.1333333333333,5.59,18.033333333333296,18.7,17.2
225,18.79,18.2,19.815,18.39,17.1,5.59,18.0571428571429,18.7,17.2
226,18.89,18.2,19.73,18.39,17.1666666666667,5.59,18.0714285714286,18.681818181818198,17.2
227,18.89,18.1727272727273,19.7,18.39,18.85,5.53,18.0,18.6272727272727,17.2
228,18.89,18.181818181818198,19.7,18.39,18.76,5.53,18.05,18.6428571428571,17.2
229,18.89,18.15,19.6,18.39,18.966666666666697,5.59,18.1,18.6,17.2
230,18.79,18.1,19.533333333333296,18.39,19.76,5.59,18.1,18.6,17.2
231,18.79,18.1,19.5,18.39,19.3,5.59,18.0,18.6,17.2
232,18.79,18.05,19.5,18.39,18.89,5.59,17.945,18.55,17.2
233,18.79,18.1,19.5,18.323333333333295,18.615,5.59,17.89,18.5,17.2
234,18.79,18.1,19.5,18.29,18.5,5.59,17.89,18.5,17.1
235,18.79,18.0,19.5,18.29,18.356666666666698,5.59,17.89,18.5,17.1
236,18.79,18.0,19.5,18.29,18.29,5.59,17.79,18.39,17.1
237,18.79,18.0,19.5,18.29,18.2225,5.56,17.79,18.39,17.1
238,18.79,18.0,19.426666666666698,18.23,18.2,5.5,17.760000000000005,18.39,17.1
239,18.79,18.0,19.39,18.4966666666667,18.2,5.46666666666667,17.7,18.29,17.1
240,18.79,18.0,19.39,18.823333333333295,18.26,5.4,17.7,18.29,17.0
241,18.856666666666698,18.066666666666695,19.39,19.03,18.29,5.5,17.7,18.29,17.0
242,18.89,18.1333333333333,19.463333333333296,19.46,18.29,5.5,17.7,18.29,17.0
243,18.9975,18.26,19.5,19.726666666666695,18.2,5.59,17.73,18.26,17.0
244,19.1,18.323333333333295,19.5,20.066666666666695,18.1333333333333,5.59,17.856666666666698,18.2,17.0
245,19.1333333333333,18.463333333333296,19.426666666666698,20.2,18.1,5.59,17.79,18.26,17.0
246,19.2,18.533333333333296,19.463333333333296,20.1666666666667,18.033333333333296,5.59,17.73,18.26,17.0
247,19.2,18.6,19.39,20.1,18.0,5.45,17.7,18.26,17.1
248,19.2,18.6,19.39,20.1,17.963333333333303,5.53,17.7,18.2,17.1
249,19.2,18.6666666666667,19.463333333333296,20.1,17.89,5.656666666666669,17.6666666666667,18.15,17.1
250,19.2,18.7,19.5,20.05,17.89,5.72666666666667,17.6,18.1,17.1
251,19.23,18.76,19.5,20.0,17.89,5.866666666666671,17.6,18.1,17.0
252,19.29,18.79,19.5,19.926666666666698,17.856666666666698,5.9,17.6,18.1,17.0
253,19.29,18.79,19.5,19.856666666666698,17.79,5.9,17.5666666666667,18.033333333333296,17.0
254,19.23,18.7,19.39,19.79,17.760000000000005,5.93333333333333,17.5,18.0,17.0
255,19.29,18.7,19.39,19.7,17.7,6.06,17.5,18.0,16.963333333333303
256,19.29,18.7,19.323333333333295,19.6333333333333,17.73,6.22666666666667,17.5,18.0,16.89
257,19.2,18.7,19.39,19.6,17.73,6.3,17.5,18.0,16.89
258,19.2,18.6333333333333,19.39,19.6,17.7,6.53,17.5,17.963333333333303,16.89
259,19.2,18.6,19.39,19.566666666666695,17.7,6.656666666666671,17.5,17.963333333333303,16.89
260,19.2,18.6,19.463333333333296,19.426666666666698,17.6333333333333,6.72666666666667,17.426666666666698,17.89,16.89
261,19.2,18.5,19.39,19.39,17.6333333333333,6.866666666666671,17.445,17.89,16.89
262,19.2,18.5,19.39,19.39,17.6,6.8,17.5,17.89,16.89
263,19.1333333333333,18.5,19.365,19.29,17.6,6.866666666666671,17.5,17.89,16.89
264,19.1666666666667,18.5,19.356666666666698,19.29,17.6,7.045,17.5,17.89,16.89
265,19.1,18.5,19.29,19.2,17.6,6.93333333333333,17.426666666666698,17.89,16.89
266,19.1,18.5,19.29,19.2,17.5,6.93333333333333,17.39,17.856666666666698,16.89
267,19.1,18.463333333333296,19.29,19.1666666666667,17.5,7.0,17.39,17.79,16.89
268,19.066666666666695,18.39,19.29,19.1,17.5,7.1266666666666705,17.426666666666698,17.79,16.89
269,19.0,18.39,19.29,19.1,17.5,7.19,17.426666666666698,17.79,16.89
270,19.0,18.39,19.23,19.1,17.5,6.996666666666671,17.5,17.856666666666698,16.89
271,19.0,18.39,19.26,19.1,17.5,6.46666666666667,17.426666666666698,17.79,16.89
272,19.0,18.39,19.2,19.0,17.5,6.3333333333333295,17.426666666666698,17.79,16.89
273,19.0,18.39,19.26,19.0,17.39,6.6,17.5,17.823333333333302,16.823333333333302
274,19.0,18.39,19.26,19.0,17.39,6.93333333333333,17.6333333333333,17.89,16.89
275,19.0,18.39,19.29,19.0,17.39,7.2933333333333294,17.760000000000005,18.0,16.89
276,19.033333333333296,18.426666666666698,19.29,19.033333333333296,17.39,7.7,17.926666666666698,18.0,16.89
277,19.1,18.5,19.29,19.1,17.39,7.9,18.066666666666695,18.1333333333333,16.89
278,19.1333333333333,18.5,19.29,19.1,17.39,7.8333333333333295,18.29,18.26,16.89
279,19.2,18.5,19.29,19.1,17.39,7.866666666666669,18.356666666666698,18.39,16.89
280,19.2,18.6333333333333,19.356666666666698,19.1333333333333,17.39,7.72666666666667,18.445,18.463333333333296,16.89
281,19.2675,18.7,19.29,19.2,17.39,7.69,18.6333333333333,18.533333333333296,17.0
282,19.29,18.73,19.29,19.29,17.39,7.626666666666669,18.7,18.6666666666667,17.0
283,19.39,18.79,19.29,19.29,17.39,7.43333333333333,18.823333333333295,18.7633333333333,17.0
284,19.39,18.79,19.29,19.29,17.39,7.156666666666671,18.963333333333296,18.89,17.0666666666667
285,19.39,18.79,19.29,19.29,17.39,7.03,18.89,19.0,17.0666666666667
286,19.39,18.79,19.29,19.2,17.39,6.7,18.89,19.066666666666695,17.0
287,19.323333333333295,18.79,19.29,19.1333333333333,17.39,6.366666666666671,18.89,19.05,17.0
288,19.39,18.7,19.29,19.1,17.29,5.93333333333333,18.89,19.1,17.0
289,19.356666666666698,18.7,19.29,19.066666666666695,17.29,5.66,18.79,19.1,17.0
290,19.29,18.7,19.29,19.0,17.29,5.33,18.73,19.1333333333333,17.0
291,19.29,18.7,19.29,19.0,17.29,5.06333333333333,18.6666666666667,19.2,17.0
292,19.29,18.7,19.29,19.0,17.29,4.626666666666669,18.6,19.29,17.0
293,19.29,18.7,19.29,18.89,17.29,4.36666666666667,18.5,19.356666666666698,16.89
294,19.29,18.7,19.29,18.89,17.29,3.9666666666666694,18.426666666666698,19.426666666666698,16.89
295,19.29,18.7,19.29,18.89,17.29,3.82666666666667,18.39,19.566666666666695,16.89
296,19.29,18.7,19.23,18.823333333333295,17.29,3.7233333333333296,18.323333333333295,19.6333333333333,16.89
297,19.26,18.7,19.23,18.79,17.29,3.42,18.29,19.7,16.856666666666698
298,19.26,18.7,19.2,18.79,17.29,3.1566666666666694,18.23,19.76,16.865
299,19.29,18.7,19.2,18.79,17.23,2.86333333333333,18.2,19.76,16.89
