sampleID,timest
264,2016-01-13 12:50:00
265,2016-01-13 13:00:00
266,2016-01-13 13:10:00
267,2016-01-13 13:20:00
268,2016-01-13 13:30:00
269,2016-01-13 13:40:00
270,2016-01-13 13:50:00
271,2016-01-13 14:00:00
272,2016-01-13 14:10:00
273,2016-01-13 14:20:00
274,2016-01-13 14:30:00
275,2016-01-13 14:40:00
276,2016-01-13 14:50:00
277,2016-01-13 15:00:00
278,2016-01-13 15:10:00
279,2016-01-13 15:20:00
280,2016-01-13 15:30:00
281,2016-01-13 15:40:00
282,2016-01-13 15:50:00
283,2016-01-13 16:00:00
284,2016-01-13 16:10:00
285,2016-01-13 16:20:00
286,2016-01-13 16:30:00
287,2016-01-13 16:40:00
288,2016-01-13 16:50:00
289,2016-01-13 17:00:00
290,2016-01-13 17:10:00
291,2016-01-13 17:20:00
292,2016-01-13 17:30:00
293,2016-01-13 17:40:00
294,2016-01-13 17:50:00
295,2016-01-13 18:00:00
296,2016-01-13 18:10:00
297,2016-01-13 18:20:00
298,2016-01-13 18:30:00
299,2016-01-13 18:40:00
300,2016-01-13 18:50:00
301,2016-01-13 19:00:00
302,2016-01-13 19:10:00
303,2016-01-13 19:20:00
304,2016-01-13 19:30:00
305,2016-01-13 19:40:00
306,2016-01-13 19:50:00
307,2016-01-13 20:00:00
308,2016-01-13 20:10:00
309,2016-01-13 20:20:00
310,2016-01-13 20:30:00
311,2016-01-13 20:40:00
312,2016-01-13 20:50:00
313,2016-01-13 21:00:00
314,2016-01-13 21:10:00
315,2016-01-13 21:20:00
316,2016-01-13 21:30:00
317,2016-01-13 21:40:00
318,2016-01-13 21:50:00
319,2016-01-13 22:00:00
320,2016-01-13 22:10:00
321,2016-01-13 22:20:00
322,2016-01-13 22:30:00
323,2016-01-13 22:40:00
324,2016-01-13 22:50:00
325,2016-01-13 23:00:00
326,2016-01-13 23:10:00
327,2016-01-13 23:20:00
328,2016-01-13 23:30:00
329,2016-01-13 23:40:00
330,2016-01-13 23:50:00
331,2016-01-14 00:00:00
332,2016-01-14 00:10:00
333,2016-01-14 00:20:00
334,2016-01-14 00:30:00
335,2016-01-14 00:40:00
336,2016-01-14 00:50:00
337,2016-01-14 01:00:00
338,2016-01-14 01:10:00
339,2016-01-14 01:20:00
340,2016-01-14 01:30:00
341,2016-01-14 01:40:00
342,2016-01-14 01:50:00
343,2016-01-14 02:00:00
344,2016-01-14 02:10:00
345,2016-01-14 02:20:00
346,2016-01-14 02:30:00
347,2016-01-14 02:40:00
348,2016-01-14 02:50:00
349,2016-01-14 03:00:00
350,2016-01-14 03:10:00
351,2016-01-14 03:20:00
352,2016-01-14 03:30:00
353,2016-01-14 03:40:00
354,2016-01-14 03:50:00
355,2016-01-14 04:00:00
356,2016-01-14 04:10:00
357,2016-01-14 04:20:00
358,2016-01-14 04:30:00
359,2016-01-14 04:40:00
360,2016-01-14 04:50:00
361,2016-01-14 05:00:00
362,2016-01-14 05:10:00
363,2016-01-14 05:20:00
364,2016-01-14 05:30:00
365,2016-01-14 05:40:00
366,2016-01-14 05:50:00
367,2016-01-14 06:00:00
368,2016-01-14 06:10:00
369,2016-01-14 06:20:00
370,2016-01-14 06:30:00
371,2016-01-14 06:40:00
372,2016-01-14 06:50:00
373,2016-01-14 07:00:00
374,2016-01-14 07:10:00
375,2016-01-14 07:20:00
376,2016-01-14 07:30:00
377,2016-01-14 07:40:00
378,2016-01-14 07:50:00
379,2016-01-14 08:00:00
380,2016-01-14 08:10:00
381,2016-01-14 08:20:00
382,2016-01-14 08:30:00
383,2016-01-14 08:40:00
384,2016-01-14 08:50:00
385,2016-01-14 09:00:00
386,2016-01-14 09:10:00
387,2016-01-14 09:20:00
388,2016-01-14 09:30:00
389,2016-01-14 09:40:00
390,2016-01-14 09:50:00
391,2016-01-14 10:00:00
392,2016-01-14 10:10:00
393,2016-01-14 10:20:00
394,2016-01-14 10:30:00
395,2016-01-14 10:40:00
396,2016-01-14 10:50:00
397,2016-01-14 11:00:00
398,2016-01-14 11:10:00
399,2016-01-14 11:20:00
400,2016-01-14 11:30:00
401,2016-01-14 11:40:00
402,2016-01-14 11:50:00
403,2016-01-14 12:00:00
404,2016-01-14 12:10:00
405,2016-01-14 12:20:00
406,2016-01-14 12:30:00
407,2016-01-14 12:40:00
408,2016-01-14 12:50:00
409,2016-01-14 13:00:00
410,2016-01-14 13:10:00
411,2016-01-14 13:20:00
412,2016-01-14 13:30:00
413,2016-01-14 13:40:00
414,2016-01-14 13:50:00
415,2016-01-14 14:00:00
416,2016-01-14 14:10:00
417,2016-01-14 14:20:00
418,2016-01-14 14:30:00
419,2016-01-14 14:40:00
420,2016-01-14 14:50:00
421,2016-01-14 15:00:00
422,2016-01-14 15:10:00
423,2016-01-14 15:20:00
424,2016-01-14 15:30:00
425,2016-01-14 15:40:00
426,2016-01-14 15:50:00
427,2016-01-14 16:00:00
428,2016-01-14 16:10:00
429,2016-01-14 16:20:00
430,2016-01-14 16:30:00
431,2016-01-14 16:40:00
432,2016-01-14 16:50:00
433,2016-01-14 17:00:00
434,2016-01-14 17:10:00
435,2016-01-14 17:20:00
436,2016-01-14 17:30:00
437,2016-01-14 17:40:00
438,2016-01-14 17:50:00
439,2016-01-14 18:00:00
440,2016-01-14 18:10:00
441,2016-01-14 18:20:00
442,2016-01-14 18:30:00
443,2016-01-14 18:40:00
444,2016-01-14 18:50:00
445,2016-01-14 19:00:00
446,2016-01-14 19:10:00
447,2016-01-14 19:20:00
448,2016-01-14 19:30:00
449,2016-01-14 19:40:00
450,2016-01-14 19:50:00
451,2016-01-14 20:00:00
452,2016-01-14 20:10:00
453,2016-01-14 20:20:00
454,2016-01-14 20:30:00
455,2016-01-14 20:40:00
456,2016-01-14 20:50:00
457,2016-01-14 21:00:00
458,2016-01-14 21:10:00
459,2016-01-14 21:20:00
460,2016-01-14 21:30:00
461,2016-01-14 21:40:00
462,2016-01-14 21:50:00
463,2016-01-14 22:00:00
464,2016-01-14 22:10:00
465,2016-01-14 22:20:00
466,2016-01-14 22:30:00
467,2016-01-14 22:40:00
468,2016-01-14 22:50:00
469,2016-01-14 23:00:00
470,2016-01-14 23:10:00
471,2016-01-14 23:20:00
472,2016-01-14 23:30:00
473,2016-01-14 23:40:00
474,2016-01-14 23:50:00
475,2016-01-15 00:00:00
476,2016-01-15 00:10:00
477,2016-01-15 00:20:00
478,2016-01-15 00:30:00
479,2016-01-15 00:40:00
480,2016-01-15 00:50:00
481,2016-01-15 01:00:00
482,2016-01-15 01:10:00
483,2016-01-15 01:20:00
484,2016-01-15 01:30:00
485,2016-01-15 01:40:00
486,2016-01-15 01:50:00
487,2016-01-15 02:00:00
488,2016-01-15 02:10:00
489,2016-01-15 02:20:00
490,2016-01-15 02:30:00
491,2016-01-15 02:40:00
492,2016-01-15 02:50:00
493,2016-01-15 03:00:00
494,2016-01-15 03:10:00
495,2016-01-15 03:20:00
496,2016-01-15 03:30:00
497,2016-01-15 03:40:00
498,2016-01-15 03:50:00
499,2016-01-15 04:00:00
500,2016-01-15 04:10:00
501,2016-01-15 04:20:00
502,2016-01-15 04:30:00
503,2016-01-15 04:40:00
504,2016-01-15 04:50:00
505,2016-01-15 05:00:00
506,2016-01-15 05:10:00
507,2016-01-15 05:20:00
508,2016-01-15 05:30:00
509,2016-01-15 05:40:00
510,2016-01-15 05:50:00
511,2016-01-15 06:00:00
512,2016-01-15 06:10:00
513,2016-01-15 06:20:00
514,2016-01-15 06:30:00
515,2016-01-15 06:40:00
516,2016-01-15 06:50:00
517,2016-01-15 07:00:00
518,2016-01-15 07:10:00
519,2016-01-15 07:20:00
520,2016-01-15 07:30:00
521,2016-01-15 07:40:00
522,2016-01-15 07:50:00
523,2016-01-15 08:00:00
524,2016-01-15 08:10:00
525,2016-01-15 08:20:00
526,2016-01-15 08:30:00
527,2016-01-15 08:40:00
528,2016-01-15 08:50:00
529,2016-01-15 09:00:00
530,2016-01-15 09:10:00
531,2016-01-15 09:20:00
532,2016-01-15 09:30:00
533,2016-01-15 09:40:00
534,2016-01-15 09:50:00
535,2016-01-15 10:00:00
536,2016-01-15 10:10:00
537,2016-01-15 10:20:00
538,2016-01-15 10:30:00
539,2016-01-15 10:40:00
540,2016-01-15 10:50:00
541,2016-01-15 11:00:00
542,2016-01-15 11:10:00
543,2016-01-15 11:20:00
544,2016-01-15 11:30:00
545,2016-01-15 11:40:00
546,2016-01-15 11:50:00
547,2016-01-15 12:00:00
548,2016-01-15 12:10:00
549,2016-01-15 12:20:00
550,2016-01-15 12:30:00
551,2016-01-15 12:40:00
552,2016-01-15 12:50:00
553,2016-01-15 13:00:00
554,2016-01-15 13:10:00
555,2016-01-15 13:20:00
556,2016-01-15 13:30:00
557,2016-01-15 13:40:00
558,2016-01-15 13:50:00
559,2016-01-15 14:00:00
560,2016-01-15 14:10:00
561,2016-01-15 14:20:00
562,2016-01-15 14:30:00
563,2016-01-15 14:40:00
564,2016-01-15 14:50:00
565,2016-01-15 15:00:00
566,2016-01-15 15:10:00
567,2016-01-15 15:20:00
568,2016-01-15 15:30:00
569,2016-01-15 15:40:00
570,2016-01-15 15:50:00
571,2016-01-15 16:00:00
572,2016-01-15 16:10:00
573,2016-01-15 16:20:00
574,2016-01-15 16:30:00
575,2016-01-15 16:40:00
576,2016-01-15 16:50:00
577,2016-01-15 17:00:00
578,2016-01-15 17:10:00
579,2016-01-15 17:20:00
580,2016-01-15 17:30:00
581,2016-01-15 17:40:00
582,2016-01-15 17:50:00
583,2016-01-15 18:00:00
584,2016-01-15 18:10:00
585,2016-01-15 18:20:00
586,2016-01-15 18:30:00
587,2016-01-15 18:40:00
588,2016-01-15 18:50:00
589,2016-01-15 19:00:00
590,2016-01-15 19:10:00
591,2016-01-15 19:20:00
592,2016-01-15 19:30:00
593,2016-01-15 19:40:00
594,2016-01-15 19:50:00
595,2016-01-15 20:00:00
596,2016-01-15 20:10:00
597,2016-01-15 20:20:00
598,2016-01-15 20:30:00
599,2016-01-15 20:40:00
600,2016-01-15 20:50:00
601,2016-01-15 21:00:00
602,2016-01-15 21:10:00
603,2016-01-15 21:20:00
604,2016-01-15 21:30:00
605,2016-01-15 21:40:00
606,2016-01-15 21:50:00
607,2016-01-15 22:00:00
608,2016-01-15 22:10:00
609,2016-01-15 22:20:00
610,2016-01-15 22:30:00
611,2016-01-15 22:40:00
612,2016-01-15 22:50:00
613,2016-01-15 23:00:00
614,2016-01-15 23:10:00
615,2016-01-15 23:20:00
616,2016-01-15 23:30:00
617,2016-01-15 23:40:00
618,2016-01-15 23:50:00
619,2016-01-16 00:00:00
620,2016-01-16 00:10:00
621,2016-01-16 00:20:00
622,2016-01-16 00:30:00
623,2016-01-16 00:40:00
624,2016-01-16 00:50:00
625,2016-01-16 01:00:00
626,2016-01-16 01:10:00
627,2016-01-16 01:20:00
628,2016-01-16 01:30:00
629,2016-01-16 01:40:00
630,2016-01-16 01:50:00
631,2016-01-16 02:00:00
632,2016-01-16 02:10:00
633,2016-01-16 02:20:00
634,2016-01-16 02:30:00
635,2016-01-16 02:40:00
636,2016-01-16 02:50:00
637,2016-01-16 03:00:00
638,2016-01-16 03:10:00
639,2016-01-16 03:20:00
640,2016-01-16 03:30:00
641,2016-01-16 03:40:00
642,2016-01-16 03:50:00
643,2016-01-16 04:00:00
644,2016-01-16 04:10:00
645,2016-01-16 04:20:00
646,2016-01-16 04:30:00
647,2016-01-16 04:40:00
648,2016-01-16 04:50:00
649,2016-01-16 05:00:00
650,2016-01-16 05:10:00
651,2016-01-16 05:20:00
652,2016-01-16 05:30:00
653,2016-01-16 05:40:00
654,2016-01-16 05:50:00
655,2016-01-16 06:00:00
656,2016-01-16 06:10:00
657,2016-01-16 06:20:00
658,2016-01-16 06:30:00
659,2016-01-16 06:40:00
660,2016-01-16 06:50:00
661,2016-01-16 07:00:00
662,2016-01-16 07:10:00
663,2016-01-16 07:20:00
664,2016-01-16 07:30:00
665,2016-01-16 07:40:00
666,2016-01-16 07:50:00
667,2016-01-16 08:00:00
668,2016-01-16 08:10:00
669,2016-01-16 08:20:00
670,2016-01-16 08:30:00
671,2016-01-16 08:40:00
672,2016-01-16 08:50:00
673,2016-01-16 09:00:00
674,2016-01-16 09:10:00
675,2016-01-16 09:20:00
676,2016-01-16 09:30:00
677,2016-01-16 09:40:00
678,2016-01-16 09:50:00
679,2016-01-16 10:00:00
680,2016-01-16 10:10:00
681,2016-01-16 10:20:00
682,2016-01-16 10:30:00
683,2016-01-16 10:40:00
684,2016-01-16 10:50:00
685,2016-01-16 11:00:00
686,2016-01-16 11:10:00
687,2016-01-16 11:20:00
688,2016-01-16 11:30:00
689,2016-01-16 11:40:00
690,2016-01-16 11:50:00
691,2016-01-16 12:00:00
692,2016-01-16 12:10:00
693,2016-01-16 12:20:00
694,2016-01-16 12:30:00
695,2016-01-16 12:40:00
696,2016-01-16 12:50:00
697,2016-01-16 13:00:00
698,2016-01-16 13:10:00
699,2016-01-16 13:20:00
700,2016-01-16 13:30:00
701,2016-01-16 13:40:00
702,2016-01-16 13:50:00
703,2016-01-16 14:00:00
704,2016-01-16 14:10:00
705,2016-01-16 14:20:00
706,2016-01-16 14:30:00
707,2016-01-16 14:40:00
708,2016-01-16 14:50:00
709,2016-01-16 15:00:00
710,2016-01-16 15:10:00
711,2016-01-16 15:20:00
712,2016-01-16 15:30:00
713,2016-01-16 15:40:00
714,2016-01-16 15:50:00
715,2016-01-16 16:00:00
716,2016-01-16 16:10:00
717,2016-01-16 16:20:00
718,2016-01-16 16:30:00
719,2016-01-16 16:40:00
720,2016-01-16 16:50:00
721,2016-01-16 17:00:00
722,2016-01-16 17:10:00
723,2016-01-16 17:20:00
724,2016-01-16 17:30:00
725,2016-01-16 17:40:00
726,2016-01-16 17:50:00
727,2016-01-16 18:00:00
728,2016-01-16 18:10:00
729,2016-01-16 18:20:00
730,2016-01-16 18:30:00
731,2016-01-16 18:40:00
732,2016-01-16 18:50:00
733,2016-01-16 19:00:00
734,2016-01-16 19:10:00
735,2016-01-16 19:20:00
736,2016-01-16 19:30:00
737,2016-01-16 19:40:00
738,2016-01-16 19:50:00
739,2016-01-16 20:00:00
740,2016-01-16 20:10:00
741,2016-01-16 20:20:00
742,2016-01-16 20:30:00
743,2016-01-16 20:40:00
744,2016-01-16 20:50:00
745,2016-01-16 21:00:00
746,2016-01-16 21:10:00
747,2016-01-16 21:20:00
748,2016-01-16 21:30:00
749,2016-01-16 21:40:00
750,2016-01-16 21:50:00
751,2016-01-16 22:00:00
752,2016-01-16 22:10:00
753,2016-01-16 22:20:00
754,2016-01-16 22:30:00
755,2016-01-16 22:40:00
756,2016-01-16 22:50:00
757,2016-01-16 23:00:00
758,2016-01-16 23:10:00
759,2016-01-16 23:20:00
760,2016-01-16 23:30:00
761,2016-01-16 23:40:00
762,2016-01-16 23:50:00
763,2016-01-17 00:00:00
764,2016-01-17 00:10:00
765,2016-01-17 00:20:00
766,2016-01-17 00:30:00
767,2016-01-17 00:40:00
768,2016-01-17 00:50:00
769,2016-01-17 01:00:00
770,2016-01-17 01:10:00
771,2016-01-17 01:20:00
772,2016-01-17 01:30:00
773,2016-01-17 01:40:00
774,2016-01-17 01:50:00
775,2016-01-17 02:00:00
776,2016-01-17 02:10:00
777,2016-01-17 02:20:00
778,2016-01-17 02:30:00
779,2016-01-17 02:40:00
780,2016-01-17 02:50:00
781,2016-01-17 03:00:00
782,2016-01-17 03:10:00
783,2016-01-17 03:20:00
784,2016-01-17 03:30:00
785,2016-01-17 03:40:00
786,2016-01-17 03:50:00
787,2016-01-17 04:00:00
788,2016-01-17 04:10:00
789,2016-01-17 04:20:00
790,2016-01-17 04:30:00
791,2016-01-17 04:40:00
792,2016-01-17 04:50:00
793,2016-01-17 05:00:00
794,2016-01-17 05:10:00
795,2016-01-17 05:20:00
796,2016-01-17 05:30:00
797,2016-01-17 05:40:00
798,2016-01-17 05:50:00
799,2016-01-17 06:00:00
800,2016-01-17 06:10:00
801,2016-01-17 06:20:00
802,2016-01-17 06:30:00
803,2016-01-17 06:40:00
804,2016-01-17 06:50:00
805,2016-01-17 07:00:00
806,2016-01-17 07:10:00
807,2016-01-17 07:20:00
808,2016-01-17 07:30:00
809,2016-01-17 07:40:00
810,2016-01-17 07:50:00
811,2016-01-17 08:00:00
812,2016-01-17 08:10:00
813,2016-01-17 08:20:00
814,2016-01-17 08:30:00
815,2016-01-17 08:40:00
816,2016-01-17 08:50:00
817,2016-01-17 09:00:00
818,2016-01-17 09:10:00
819,2016-01-17 09:20:00
820,2016-01-17 09:30:00
821,2016-01-17 09:40:00
822,2016-01-17 09:50:00
823,2016-01-17 10:00:00
824,2016-01-17 10:10:00
825,2016-01-17 10:20:00
826,2016-01-17 10:30:00
827,2016-01-17 10:40:00
828,2016-01-17 10:50:00
829,2016-01-17 11:00:00
830,2016-01-17 11:10:00
831,2016-01-17 11:20:00
832,2016-01-17 11:30:00
833,2016-01-17 11:40:00
834,2016-01-17 11:50:00
835,2016-01-17 12:00:00
836,2016-01-17 12:10:00
837,2016-01-17 12:20:00
838,2016-01-17 12:30:00
839,2016-01-17 12:40:00
840,2016-01-17 12:50:00
841,2016-01-17 13:00:00
842,2016-01-17 13:10:00
843,2016-01-17 13:20:00
844,2016-01-17 13:30:00
845,2016-01-17 13:40:00
846,2016-01-17 13:50:00
847,2016-01-17 14:00:00
848,2016-01-17 14:10:00
849,2016-01-17 14:20:00
850,2016-01-17 14:30:00
851,2016-01-17 14:40:00
852,2016-01-17 14:50:00
853,2016-01-17 15:00:00
854,2016-01-17 15:10:00
855,2016-01-17 15:20:00
856,2016-01-17 15:30:00
857,2016-01-17 15:40:00
858,2016-01-17 15:50:00
859,2016-01-17 16:00:00
860,2016-01-17 16:10:00
861,2016-01-17 16:20:00
862,2016-01-17 16:30:00
863,2016-01-17 16:40:00
864,2016-01-17 16:50:00
865,2016-01-17 17:00:00
866,2016-01-17 17:10:00
867,2016-01-17 17:20:00
868,2016-01-17 17:30:00
869,2016-01-17 17:40:00
870,2016-01-17 17:50:00
871,2016-01-17 18:00:00
872,2016-01-17 18:10:00
873,2016-01-17 18:20:00
874,2016-01-17 18:30:00
875,2016-01-17 18:40:00
876,2016-01-17 18:50:00
877,2016-01-17 19:00:00
878,2016-01-17 19:10:00
879,2016-01-17 19:20:00
880,2016-01-17 19:30:00
881,2016-01-17 19:40:00
882,2016-01-17 19:50:00
883,2016-01-17 20:00:00
884,2016-01-17 20:10:00
885,2016-01-17 20:20:00
886,2016-01-17 20:30:00
887,2016-01-17 20:40:00
888,2016-01-17 20:50:00
889,2016-01-17 21:00:00
890,2016-01-17 21:10:00
891,2016-01-17 21:20:00
892,2016-01-17 21:30:00
893,2016-01-17 21:40:00
894,2016-01-17 21:50:00
895,2016-01-17 22:00:00
896,2016-01-17 22:10:00
897,2016-01-17 22:20:00
898,2016-01-17 22:30:00
899,2016-01-17 22:40:00
900,2016-01-17 22:50:00
901,2016-01-17 23:00:00
902,2016-01-17 23:10:00
903,2016-01-17 23:20:00
904,2016-01-17 23:30:00
905,2016-01-17 23:40:00
906,2016-01-17 23:50:00
907,2016-01-18 00:00:00
908,2016-01-18 00:10:00
909,2016-01-18 00:20:00
910,2016-01-18 00:30:00
911,2016-01-18 00:40:00
912,2016-01-18 00:50:00
913,2016-01-18 01:00:00
914,2016-01-18 01:10:00
915,2016-01-18 01:20:00
916,2016-01-18 01:30:00
917,2016-01-18 01:40:00
918,2016-01-18 01:50:00
919,2016-01-18 02:00:00
920,2016-01-18 02:10:00
921,2016-01-18 02:20:00
922,2016-01-18 02:30:00
923,2016-01-18 02:40:00
924,2016-01-18 02:50:00
925,2016-01-18 03:00:00
926,2016-01-18 03:10:00
927,2016-01-18 03:20:00
928,2016-01-18 03:30:00
929,2016-01-18 03:40:00
930,2016-01-18 03:50:00
931,2016-01-18 04:00:00
932,2016-01-18 04:10:00
