measureID,Pressure,Windspeed,Visibility,Dewpoint
75,740.033333333333,4.66666666666667,40.0,3.7666666666666706
76,740.1,4.5,40.0,3.85
77,740.1666666666669,4.3333333333333295,40.0,3.9333333333333296
78,740.233333333333,4.16666666666667,40.0,4.01666666666667
79,740.2999999999998,4.0,40.0,4.1
80,740.4333333333329,4.16666666666667,38.16666666666669,4.1
81,740.5666666666668,4.3333333333333295,36.3333333333333,4.1
82,740.7,4.5,34.5,4.1
83,740.833333333333,4.66666666666667,32.66666666666669,4.1
84,740.966666666667,4.8333333333333295,30.8333333333333,4.1
85,741.1,5.0,29.0,4.1
86,741.216666666667,5.0,30.8333333333333,4.05
87,741.333333333333,5.0,32.66666666666669,4.0
88,741.45,5.0,34.5,3.95
89,741.5666666666668,5.0,36.3333333333333,3.9
90,741.6833333333329,5.0,38.16666666666669,3.85
91,741.7999999999998,5.0,40.0,3.8
92,741.8833333333331,5.0,40.0,3.7333333333333294
93,741.966666666667,5.0,40.0,3.6666666666666705
94,742.0499999999998,5.0,40.0,3.6
95,742.1333333333331,5.0,40.0,3.53333333333333
96,742.216666666667,5.0,40.0,3.4666666666666694
97,742.2999999999998,5.0,40.0,3.4
98,742.3833333333331,5.0,38.16666666666669,3.4833333333333294
99,742.466666666667,5.0,36.3333333333333,3.56666666666667
100,742.5499999999998,5.0,34.5,3.65
101,742.6333333333331,5.0,32.66666666666669,3.7333333333333294
102,742.716666666667,5.0,30.8333333333333,3.8166666666666704
103,742.7999999999998,5.0,29.0,3.9
104,742.8833333333331,5.0,30.8333333333333,3.95
105,742.966666666667,5.0,32.66666666666669,4.0
106,743.0499999999998,5.0,34.5,4.05
107,743.1333333333331,5.0,36.3333333333333,4.1
108,743.216666666667,5.0,38.16666666666669,4.15
109,743.2999999999998,5.0,40.0,4.2
110,743.333333333333,5.3333333333333295,38.0,4.16666666666667
111,743.366666666667,5.66666666666667,36.0,4.133333333333329
112,743.4,6.0,34.0,4.1
113,743.4333333333329,6.3333333333333295,32.0,4.06666666666667
114,743.466666666667,6.6666666666666705,30.0,4.03333333333333
115,743.5,7.0,28.0,4.0
116,743.5,7.0,30.0,4.01666666666667
117,743.5,7.0,32.0,4.03333333333333
118,743.5,7.0,34.0,4.05
119,743.5,7.0,36.0,4.06666666666667
120,743.5,7.0,38.0,4.0833333333333295
121,743.5,7.0,40.0,4.1
122,743.5,7.1666666666666705,40.0,4.06666666666667
123,743.5,7.3333333333333295,40.0,4.03333333333333
124,743.5,7.5,40.0,4.0
125,743.5,7.666666666666669,40.0,3.9666666666666694
126,743.5,7.8333333333333295,40.0,3.9333333333333296
127,743.5,8.0,40.0,3.9
128,743.5499999999998,7.5,40.0,3.7333333333333294
129,743.6,7.0,40.0,3.56666666666667
130,743.65,6.5,40.0,3.4
131,743.7,6.0,40.0,3.2333333333333294
132,743.75,5.5,40.0,3.06666666666667
133,743.7999999999998,5.0,40.0,2.9
134,743.8166666666668,4.8333333333333295,40.0,3.0
135,743.833333333333,4.66666666666667,40.0,3.1
136,743.85,4.5,40.0,3.2
137,743.866666666667,4.3333333333333295,40.0,3.3
138,743.8833333333331,4.16666666666667,40.0,3.4
139,743.9,4.0,40.0,3.5
140,743.95,4.5,38.16666666666669,3.3
141,744.0,5.0,36.3333333333333,3.1
142,744.0499999999998,5.5,34.5,2.9
143,744.1,6.0,32.66666666666669,2.7
144,744.15,6.5,30.8333333333333,2.5
145,744.2,7.0,29.0,2.3
146,744.283333333333,7.0,30.8333333333333,2.43333333333333
147,744.366666666667,7.0,32.66666666666669,2.56666666666667
148,744.45,7.0,34.5,2.7
149,744.533333333333,7.0,36.3333333333333,2.8333333333333295
150,744.616666666667,7.0,38.16666666666669,2.9666666666666694
151,744.7,7.0,40.0,3.1
152,744.75,6.8333333333333295,40.0,3.15
153,744.7999999999998,6.6666666666666705,40.0,3.2
154,744.85,6.5,40.0,3.25
155,744.9,6.3333333333333295,40.0,3.3
156,744.95,6.1666666666666705,40.0,3.35
157,745.0,6.0,40.0,3.4
158,745.033333333333,6.1666666666666705,40.0,3.4
159,745.0666666666668,6.3333333333333295,40.0,3.4
160,745.1,6.5,40.0,3.4
161,745.1333333333331,6.6666666666666705,40.0,3.4
162,745.1666666666669,6.8333333333333295,40.0,3.4
163,745.2,7.0,40.0,3.4
164,745.3166666666668,6.8333333333333295,40.0,3.4
165,745.4333333333329,6.6666666666666705,40.0,3.4
166,745.5499999999998,6.5,40.0,3.4
167,745.6666666666669,6.3333333333333295,40.0,3.4
168,745.783333333333,6.1666666666666705,40.0,3.4
169,745.9,6.0,40.0,3.4
170,745.95,6.1666666666666705,38.16666666666669,3.41666666666667
171,746.0,6.3333333333333295,36.3333333333333,3.43333333333333
172,746.0499999999998,6.5,34.5,3.45
173,746.1,6.6666666666666705,32.66666666666669,3.4666666666666694
174,746.15,6.8333333333333295,30.8333333333333,3.4833333333333294
175,746.2,7.0,29.0,3.5
176,746.266666666667,6.8333333333333295,30.8333333333333,3.4
177,746.333333333333,6.6666666666666705,32.66666666666669,3.3
178,746.4,6.5,34.5,3.2
179,746.466666666667,6.3333333333333295,36.3333333333333,3.1
180,746.533333333333,6.1666666666666705,38.16666666666669,3.0
181,746.6,6.0,40.0,2.9
182,746.733333333333,6.3333333333333295,40.0,2.86666666666667
183,746.866666666667,6.6666666666666705,40.0,2.8333333333333295
184,747.0,7.0,40.0,2.8
185,747.1333333333331,7.3333333333333295,40.0,2.7666666666666706
186,747.266666666667,7.666666666666669,40.0,2.7333333333333294
187,747.4,8.0,40.0,2.7
188,747.533333333333,8.0,37.8333333333333,2.8333333333333295
189,747.6666666666669,8.0,35.66666666666669,2.9666666666666694
190,747.7999999999998,8.0,33.5,3.1
191,747.9333333333329,8.0,31.3333333333333,3.2333333333333294
192,748.0666666666668,8.0,29.166666666666693,3.36666666666667
193,748.2,8.0,27.0,3.5
194,748.3166666666668,8.0,26.0,3.56666666666667
195,748.4333333333329,8.0,25.0,3.6333333333333298
196,748.5499999999998,8.0,24.0,3.7
197,748.6666666666669,8.0,23.0,3.7666666666666706
198,748.783333333333,8.0,22.0,3.8333333333333295
199,748.9,8.0,21.0,3.9
200,749.083333333333,8.0,21.5,3.8833333333333298
201,749.266666666667,8.0,22.0,3.86666666666667
202,749.45,8.0,22.5,3.85
203,749.6333333333331,8.0,23.0,3.8333333333333295
204,749.8166666666668,8.0,23.5,3.8166666666666704
205,750.0,8.0,24.0,3.8
206,750.2,8.0,24.0,3.7833333333333297
207,750.4,8.0,24.0,3.7666666666666706
208,750.6,8.0,24.0,3.75
209,750.7999999999998,8.0,24.0,3.7333333333333294
210,751.0,8.0,24.0,3.7166666666666694
211,751.2,8.0,24.0,3.7
212,751.3166666666668,8.0,23.666666666666693,3.6833333333333296
213,751.4333333333329,8.0,23.3333333333333,3.6666666666666705
214,751.5499999999998,8.0,23.0,3.65
215,751.6666666666669,8.0,22.666666666666693,3.6333333333333298
216,751.783333333333,8.0,22.3333333333333,3.61666666666667
217,751.9,8.0,22.0,3.6
218,752.0499999999998,7.8333333333333295,22.166666666666693,3.56666666666667
219,752.2,7.666666666666669,22.3333333333333,3.53333333333333
220,752.35,7.5,22.5,3.5
221,752.5,7.3333333333333295,22.666666666666693,3.4666666666666694
222,752.65,7.1666666666666705,22.8333333333333,3.43333333333333
223,752.7999999999998,7.0,23.0,3.4
224,752.983333333333,6.8333333333333295,25.8333333333333,3.4
225,753.1666666666669,6.6666666666666705,28.666666666666693,3.4
226,753.35,6.5,31.5,3.4
227,753.533333333333,6.3333333333333295,34.3333333333333,3.4
228,753.716666666667,6.1666666666666705,37.16666666666669,3.4
229,753.9,6.0,40.0,3.4
230,753.966666666667,5.8333333333333295,36.66666666666669,3.4
231,754.033333333333,5.66666666666667,33.3333333333333,3.4
232,754.1,5.5,30.0,3.4
233,754.1666666666669,5.3333333333333295,26.666666666666693,3.4
234,754.233333333333,5.16666666666667,23.3333333333333,3.4
235,754.2999999999998,5.0,20.0,3.4
236,754.45,4.8333333333333295,21.5,3.36666666666667
237,754.6,4.66666666666667,23.0,3.3333333333333295
238,754.75,4.5,24.5,3.3
239,754.9,4.3333333333333295,26.0,3.2666666666666706
240,755.0499999999998,4.16666666666667,27.5,3.2333333333333294
241,755.2,4.0,29.0,3.2
242,755.3166666666668,4.16666666666667,30.8333333333333,3.18333333333333
243,755.4333333333329,4.3333333333333295,32.66666666666669,3.16666666666667
244,755.5499999999998,4.5,34.5,3.15
245,755.6666666666669,4.66666666666667,36.3333333333333,3.13333333333333
246,755.783333333333,4.8333333333333295,38.16666666666669,3.11666666666667
247,755.9,5.0,40.0,3.1
248,756.033333333333,5.0,38.16666666666669,2.9833333333333294
249,756.1666666666669,5.0,36.3333333333333,2.86666666666667
250,756.2999999999998,5.0,34.5,2.75
251,756.4333333333329,5.0,32.66666666666669,2.63333333333333
252,756.5666666666668,5.0,30.8333333333333,2.5166666666666706
253,756.7,5.0,29.0,2.4
254,756.783333333333,5.16666666666667,30.8333333333333,2.35
255,756.866666666667,5.3333333333333295,32.66666666666669,2.3
256,756.95,5.5,34.5,2.25
257,757.033333333333,5.66666666666667,36.3333333333333,2.2
258,757.116666666667,5.8333333333333295,38.16666666666669,2.15
259,757.2,6.0,40.0,2.1
260,757.283333333333,5.8333333333333295,38.16666666666669,2.06666666666667
261,757.366666666667,5.66666666666667,36.3333333333333,2.03333333333333
262,757.45,5.5,34.5,2.0
263,757.533333333333,5.3333333333333295,32.66666666666669,1.9666666666666697
264,757.616666666667,5.16666666666667,30.8333333333333,1.93333333333333
265,757.7,5.0,29.0,1.9
266,757.6833333333329,5.0,28.666666666666693,1.9
267,757.6666666666669,5.0,28.3333333333333,1.9
268,757.65,5.0,28.0,1.9
269,757.6333333333331,5.0,27.666666666666693,1.9
270,757.616666666667,5.0,27.3333333333333,1.9
271,757.6,5.0,27.0,1.9
272,757.5499999999998,5.16666666666667,29.166666666666693,1.75
273,757.5,5.3333333333333295,31.3333333333333,1.6
274,757.45,5.5,33.5,1.45
275,757.4,5.66666666666667,35.66666666666669,1.3
276,757.35,5.8333333333333295,37.8333333333333,1.15
277,757.2999999999998,6.0,40.0,1.0
278,757.3166666666668,5.66666666666667,40.0,0.8166666666666669
279,757.333333333333,5.3333333333333295,40.0,0.633333333333333
280,757.35,5.0,40.0,0.45
281,757.366666666667,4.66666666666667,40.0,0.266666666666667
282,757.3833333333331,4.3333333333333295,40.0,0.0833333333333333
283,757.4,4.0,40.0,-0.1
284,757.3833333333331,3.8333333333333295,40.0,-0.0666666666666667
285,757.366666666667,3.6666666666666705,40.0,-0.03333333333333329
286,757.35,3.5,40.0,0.0
287,757.333333333333,3.33333333333333,40.0,0.03333333333333329
288,757.3166666666668,3.16666666666667,40.0,0.0666666666666667
289,757.2999999999998,3.0,40.0,0.1
290,757.2999999999998,3.0,40.0,0.0833333333333333
291,757.2999999999998,3.0,40.0,0.0666666666666667
292,757.2999999999998,3.0,40.0,0.05
293,757.2999999999998,3.0,40.0,0.03333333333333329
294,757.2999999999998,3.0,40.0,0.0166666666666667
295,757.2999999999998,3.0,40.0,0.0
296,757.2999999999998,3.0,38.16666666666669,0.166666666666667
297,757.2999999999998,3.0,36.3333333333333,0.3333333333333329
298,757.2999999999998,3.0,34.5,0.5
299,757.2999999999998,3.0,32.66666666666669,0.666666666666667
300,757.2999999999998,3.0,30.8333333333333,0.833333333333333
301,757.2999999999998,3.0,29.0,1.0
302,757.233333333333,3.33333333333333,29.0,1.06666666666667
303,757.1666666666669,3.6666666666666705,29.0,1.13333333333333
304,757.1,4.0,29.0,1.2
305,757.033333333333,4.3333333333333295,29.0,1.26666666666667
306,756.966666666667,4.66666666666667,29.0,1.33333333333333
307,756.9,5.0,29.0,1.4
308,756.9,5.0,30.8333333333333,1.4
309,756.9,5.0,32.66666666666669,1.4
310,756.9,5.0,34.5,1.4
311,756.9,5.0,36.3333333333333,1.4
312,756.9,5.0,38.16666666666669,1.4
313,756.9,5.0,40.0,1.4
314,756.8166666666668,5.0,38.16666666666669,1.31666666666667
315,756.733333333333,5.0,36.3333333333333,1.23333333333333
316,756.65,5.0,34.5,1.15
317,756.5666666666668,5.0,32.66666666666669,1.06666666666667
318,756.483333333333,5.0,30.8333333333333,0.9833333333333328
319,756.4,5.0,29.0,0.9
320,756.3166666666668,5.16666666666667,30.8333333333333,0.9166666666666669
321,756.233333333333,5.3333333333333295,32.66666666666669,0.933333333333333
322,756.15,5.5,34.5,0.95
323,756.0666666666668,5.66666666666667,36.3333333333333,0.966666666666667
324,755.983333333333,5.8333333333333295,38.16666666666669,0.9833333333333328
325,755.9,6.0,40.0,1.0
326,755.833333333333,5.8333333333333295,38.16666666666669,1.03333333333333
327,755.766666666667,5.66666666666667,36.3333333333333,1.06666666666667
328,755.7,5.5,34.5,1.1
329,755.6333333333331,5.3333333333333295,32.66666666666669,1.13333333333333
330,755.5666666666668,5.16666666666667,30.8333333333333,1.16666666666667
331,755.5,5.0,29.0,1.2
332,755.366666666667,5.0,28.666666666666693,1.23333333333333
333,755.233333333333,5.0,28.3333333333333,1.26666666666667
334,755.1,5.0,28.0,1.3
335,754.966666666667,5.0,27.666666666666693,1.33333333333333
336,754.833333333333,5.0,27.3333333333333,1.36666666666667
337,754.7,5.0,27.0,1.4
338,754.5666666666668,5.0,27.166666666666693,1.45
339,754.4333333333329,5.0,27.3333333333333,1.5
340,754.2999999999998,5.0,27.5,1.55
341,754.1666666666669,5.0,27.666666666666693,1.6
342,754.033333333333,5.0,27.8333333333333,1.65
343,753.9,5.0,28.0,1.7
344,753.733333333333,5.16666666666667,30.0,1.68333333333333
345,753.5666666666668,5.3333333333333295,32.0,1.66666666666667
346,753.4,5.5,34.0,1.65
347,753.233333333333,5.66666666666667,36.0,1.63333333333333
348,753.0666666666668,5.8333333333333295,38.0,1.61666666666667
349,752.9,6.0,40.0,1.6
350,752.766666666667,5.8333333333333295,38.0,1.63333333333333
351,752.6333333333331,5.66666666666667,36.0,1.66666666666667
352,752.5,5.5,34.0,1.7
353,752.366666666667,5.3333333333333295,32.0,1.73333333333333
354,752.233333333333,5.16666666666667,30.0,1.76666666666667
355,752.1,5.0,28.0,1.8
356,751.9166666666669,5.16666666666667,28.166666666666693,1.8
357,751.733333333333,5.3333333333333295,28.3333333333333,1.8
358,751.5499999999998,5.5,28.5,1.8
359,751.366666666667,5.66666666666667,28.666666666666693,1.8
360,751.1833333333329,5.8333333333333295,28.8333333333333,1.8
361,751.0,6.0,29.0,1.8
362,750.866666666667,5.8333333333333295,28.666666666666693,1.81666666666667
363,750.733333333333,5.66666666666667,28.3333333333333,1.8333333333333297
364,750.6,5.5,28.0,1.85
365,750.466666666667,5.3333333333333295,27.666666666666693,1.86666666666667
366,750.333333333333,5.16666666666667,27.3333333333333,1.88333333333333
367,750.2,5.0,27.0,1.9
368,750.083333333333,5.66666666666667,27.166666666666693,1.98333333333333
369,749.966666666667,6.3333333333333295,27.3333333333333,2.06666666666667
370,749.85,7.0,27.5,2.15
371,749.733333333333,7.666666666666669,27.666666666666693,2.2333333333333294
372,749.616666666667,8.33333333333333,27.8333333333333,2.31666666666667
373,749.5,9.0,28.0,2.4
374,749.4,8.83333333333333,26.666666666666693,2.41666666666667
375,749.2999999999998,8.66666666666667,25.3333333333333,2.43333333333333
376,749.2,8.5,24.0,2.45
377,749.1,8.33333333333333,22.666666666666693,2.4666666666666694
378,749.0,8.16666666666667,21.3333333333333,2.4833333333333294
379,748.9,8.0,20.0,2.5
380,749.0,7.1666666666666705,22.5,2.25
381,749.1,6.3333333333333295,25.0,2.0
382,749.2,5.5,27.5,1.75
383,749.2999999999998,4.66666666666667,30.0,1.5
384,749.4,3.8333333333333295,32.5,1.25
385,749.5,3.0,35.0,1.0
386,749.366666666667,3.5,35.8333333333333,1.03333333333333
387,749.233333333333,4.0,36.66666666666669,1.06666666666667
388,749.1,4.5,37.5,1.1
389,748.966666666667,5.0,38.3333333333333,1.13333333333333
390,748.833333333333,5.5,39.16666666666669,1.16666666666667
391,748.7,6.0,40.0,1.2
392,748.733333333333,5.66666666666667,40.0,1.21666666666667
393,748.766666666667,5.3333333333333295,40.0,1.23333333333333
394,748.7999999999998,5.0,40.0,1.25
395,748.833333333333,4.66666666666667,40.0,1.26666666666667
396,748.866666666667,4.3333333333333295,40.0,1.28333333333333
397,748.9,4.0,40.0,1.3
398,748.85,4.16666666666667,40.0,1.36666666666667
399,748.7999999999998,4.3333333333333295,40.0,1.43333333333333
400,748.75,4.5,40.0,1.5
401,748.7,4.66666666666667,40.0,1.56666666666667
402,748.65,4.8333333333333295,40.0,1.63333333333333
403,748.6,5.0,40.0,1.7
404,748.5499999999998,5.16666666666667,40.0,1.81666666666667
405,748.5,5.3333333333333295,40.0,1.93333333333333
406,748.45,5.5,40.0,2.05
407,748.4,5.66666666666667,40.0,2.16666666666667
408,748.35,5.8333333333333295,40.0,2.28333333333333
409,748.2999999999998,6.0,40.0,2.4
410,748.216666666667,6.0,40.0,2.41666666666667
411,748.1333333333331,6.0,40.0,2.43333333333333
412,748.0499999999998,6.0,40.0,2.45
413,747.966666666667,6.0,40.0,2.4666666666666694
414,747.8833333333331,6.0,40.0,2.4833333333333294
415,747.7999999999998,6.0,40.0,2.5
416,747.733333333333,6.0,40.0,2.5833333333333295
417,747.6666666666669,6.0,40.0,2.66666666666667
418,747.6,6.0,40.0,2.75
419,747.533333333333,6.0,40.0,2.8333333333333295
420,747.466666666667,6.0,40.0,2.91666666666667
421,747.4,6.0,40.0,3.0
422,747.4333333333329,6.0,40.0,2.8333333333333295
423,747.466666666667,6.0,40.0,2.66666666666667
424,747.5,6.0,40.0,2.5
425,747.533333333333,6.0,40.0,2.3333333333333295
426,747.5666666666668,6.0,40.0,2.16666666666667
427,747.6,6.0,40.0,2.0
428,747.65,6.1666666666666705,40.0,1.78333333333333
429,747.7,6.3333333333333295,40.0,1.56666666666667
430,747.75,6.5,40.0,1.35
431,747.7999999999998,6.6666666666666705,40.0,1.13333333333333
432,747.85,6.8333333333333295,40.0,0.9166666666666669
433,747.9,7.0,40.0,0.7
434,747.9333333333329,6.8333333333333295,40.0,0.683333333333333
435,747.966666666667,6.6666666666666705,40.0,0.666666666666667
436,748.0,6.5,40.0,0.65
437,748.033333333333,6.3333333333333295,40.0,0.633333333333333
438,748.0666666666668,6.1666666666666705,40.0,0.616666666666667
439,748.1,6.0,40.0,0.6
440,748.1666666666669,6.1666666666666705,40.0,0.55
441,748.233333333333,6.3333333333333295,40.0,0.5
442,748.2999999999998,6.5,40.0,0.45
443,748.366666666667,6.6666666666666705,40.0,0.4
444,748.4333333333329,6.8333333333333295,40.0,0.35
445,748.5,7.0,40.0,0.3
446,748.5499999999998,7.1666666666666705,40.0,0.466666666666667
447,748.6,7.3333333333333295,40.0,0.633333333333333
448,748.65,7.5,40.0,0.8
449,748.7,7.666666666666669,40.0,0.966666666666667
450,748.75,7.8333333333333295,40.0,1.13333333333333
451,748.7999999999998,8.0,40.0,1.3
452,748.85,8.33333333333333,40.0,0.9166666666666669
453,748.9,8.66666666666667,40.0,0.533333333333333
454,748.95,9.0,40.0,0.15
455,749.0,9.33333333333333,40.0,-0.233333333333333
456,749.0499999999998,9.66666666666667,40.0,-0.616666666666666
457,749.1,10.0,40.0,-1.0
458,749.1666666666669,9.66666666666667,40.0,-1.08333333333333
459,749.233333333333,9.33333333333333,40.0,-1.16666666666667
460,749.2999999999998,9.0,40.0,-1.25
461,749.366666666667,8.66666666666667,40.0,-1.33333333333333
462,749.4333333333329,8.33333333333333,40.0,-1.41666666666667
463,749.5,8.0,40.0,-1.5
464,749.516666666667,7.8333333333333295,37.16666666666669,-1.2
465,749.533333333333,7.666666666666669,34.3333333333333,-0.9
466,749.5499999999998,7.5,31.5,-0.6
467,749.5666666666668,7.3333333333333295,28.666666666666693,-0.3
468,749.583333333333,7.1666666666666705,25.8333333333333,0.0
469,749.6,7.0,23.0,0.3
470,749.5499999999998,7.3333333333333295,27.8333333333333,0.25
471,749.5,7.666666666666669,32.66666666666669,0.2
472,749.45,8.0,37.5,0.15
473,749.4,8.33333333333333,42.3333333333333,0.1
474,749.35,8.66666666666667,47.16666666666669,0.05
475,749.2999999999998,9.0,52.0,0.0
476,749.283333333333,9.16666666666667,49.0,0.0
477,749.266666666667,9.33333333333333,46.0,0.0
478,749.25,9.5,43.0,0.0
479,749.233333333333,9.66666666666667,40.0,0.0
480,749.216666666667,9.83333333333333,37.0,0.0
481,749.2,10.0,34.0,0.0
482,749.233333333333,10.0,38.66666666666669,0.03333333333333329
483,749.266666666667,10.0,43.3333333333333,0.0666666666666667
484,749.2999999999998,10.0,48.0,0.1
485,749.333333333333,10.0,52.66666666666669,0.133333333333333
486,749.366666666667,10.0,57.3333333333333,0.166666666666667
487,749.4,10.0,62.0,0.2
488,749.516666666667,10.166666666666702,55.5,0.2
489,749.6333333333331,10.333333333333298,49.0,0.2
490,749.75,10.5,42.5,0.2
491,749.866666666667,10.666666666666702,36.0,0.2
492,749.983333333333,10.833333333333298,29.5,0.2
493,750.1,11.0,23.0,0.2
494,750.216666666667,10.833333333333298,23.3333333333333,0.166666666666667
495,750.333333333333,10.666666666666702,23.666666666666693,0.133333333333333
496,750.45,10.5,24.0,0.1
497,750.5666666666668,10.333333333333298,24.3333333333333,0.0666666666666667
498,750.6833333333329,10.166666666666702,24.666666666666693,0.03333333333333329
499,750.7999999999998,10.0,25.0,0.0
500,750.8833333333331,10.0,27.5,-0.15
501,750.966666666667,10.0,30.0,-0.3
502,751.0499999999998,10.0,32.5,-0.45
503,751.1333333333331,10.0,35.0,-0.6
504,751.216666666667,10.0,37.5,-0.75
505,751.2999999999998,10.0,40.0,-0.9
506,751.3833333333331,10.0,40.0,-0.9833333333333328
507,751.466666666667,10.0,40.0,-1.06666666666667
508,751.5499999999998,10.0,40.0,-1.15
509,751.6333333333331,10.0,40.0,-1.23333333333333
510,751.716666666667,10.0,40.0,-1.31666666666667
511,751.7999999999998,10.0,40.0,-1.4
512,751.8833333333331,9.83333333333333,40.0,-1.26666666666667
513,751.966666666667,9.66666666666667,40.0,-1.13333333333333
514,752.0499999999998,9.5,40.0,-1.0
515,752.1333333333331,9.33333333333333,40.0,-0.866666666666667
516,752.216666666667,9.16666666666667,40.0,-0.733333333333333
517,752.2999999999998,9.0,40.0,-0.6
518,752.3833333333331,8.83333333333333,40.0,-0.55
519,752.466666666667,8.66666666666667,40.0,-0.5
520,752.5499999999998,8.5,40.0,-0.45
521,752.6333333333331,8.33333333333333,40.0,-0.4
522,752.716666666667,8.16666666666667,40.0,-0.35
523,752.7999999999998,8.0,40.0,-0.3
524,752.866666666667,8.33333333333333,40.0,-0.25
525,752.9333333333329,8.66666666666667,40.0,-0.2
526,753.0,9.0,40.0,-0.15
527,753.0666666666668,9.33333333333333,40.0,-0.1
528,753.1333333333331,9.66666666666667,40.0,-0.05
529,753.2,10.0,40.0,0.0
530,753.283333333333,9.83333333333333,40.0,0.05
531,753.366666666667,9.66666666666667,40.0,0.1
532,753.45,9.5,40.0,0.15
533,753.533333333333,9.33333333333333,40.0,0.2
534,753.616666666667,9.16666666666667,40.0,0.25
535,753.7,9.0,40.0,0.3
536,753.7999999999998,8.83333333333333,38.16666666666669,0.43333333333333296
537,753.9,8.66666666666667,36.3333333333333,0.566666666666667
538,754.0,8.5,34.5,0.7
539,754.1,8.33333333333333,32.66666666666669,0.833333333333333
540,754.2,8.16666666666667,30.8333333333333,0.966666666666667
541,754.2999999999998,8.0,29.0,1.1
542,754.366666666667,8.16666666666667,27.666666666666693,1.21666666666667
543,754.4333333333329,8.33333333333333,26.3333333333333,1.33333333333333
544,754.5,8.5,25.0,1.45
545,754.5666666666668,8.66666666666667,23.666666666666693,1.56666666666667
546,754.6333333333331,8.83333333333333,22.3333333333333,1.68333333333333
547,754.7,9.0,21.0,1.8
548,754.75,8.83333333333333,27.666666666666693,1.81666666666667
549,754.7999999999998,8.66666666666667,34.3333333333333,1.8333333333333297
550,754.85,8.5,41.0,1.85
